target_id	length	eff_length	est_counts	tpm
YLR052W_mRNA	753	704	40	6.85752
YKR004C_mRNA	1134	1085	30	3.33712
YNL137C_mRNA	1461	1412	283	24.1898
YNL331C_mRNA	1131	1082	76.3741	8.5192
YFL026W_mRNA	1296	1247	17	1.64537
YBR116C_mRNA	528	479	16.9416	4.26872
YJR129C_mRNA	1020	971	20	2.48594
YKR092C_mRNA	1221	1172	59	6.07581
YDR186C_mRNA	2634	2585	365	17.0417
YML077W_mRNA	480	431	39	10.9211
YEL067C_mRNA	588	539	5.40703	1.21074
YJL139C_mRNA	1287	1238	44	4.28955
YKL002W_mRNA	699	650	354	65.7309
YGR162W_mRNA	2859	2810	231	9.92169
YLR159C-A_mRNA	132	83	7279.75	10585.7
YDR150W_mRNA	8247	8198	1107.15	16.2996
YEL054C_mRNA	498	449	226.864	60.9816
YOR392W_mRNA	444	395	30	9.16651
YPL009C_mRNA	3117	3068	568.612	22.3687
YLR025W_mRNA	723	674	237	42.4393
YDR243C_mRNA	1767	1718	41	2.88032
YGR005C_mRNA	1203	1154	185	19.3484
YOR160W_mRNA	2919	2870	76	3.19604
YLR049C_mRNA	1287	1238	55	5.36194
YLR308W_mRNA	939	890	0	0
YOR084W_mRNA	1164	1115	29	3.13909
YNL030W_mRNA	312	263	1135.35	521.021
YHR084W_mRNA	2067	2018	60	3.58848
YLR032W_mRNA	3510	3461	74	2.58054
YOR039W_mRNA	777	728	189	31.3336
YBR241C_mRNA	1467	1418	64	5.44733
YEL047C_mRNA	1413	1364	41	3.62785
YML125C_mRNA	939	890	175	23.7317
YOR264W_mRNA	1293	1244	38.352	3.72089
YPL183C_mRNA	3042	2993	48	1.93559
YNL297C_mRNA	4911	4862	168	4.17037
YPR065W_mRNA	1107	1058	484	55.2128
YNL102W_mRNA	4407	4358	221	6.12047
YPR099C_mRNA	357	308	87.0757	34.1214
YCR107W_mRNA	1092	1043	190.299	22.0208
YMR318C_mRNA	1083	1034	88	10.2717
YPR032W_mRNA	3102	3053	77	3.04399
YOR281C_mRNA	861	812	105.546	15.6879
YMR115W_mRNA	1506	1457	105	8.69781
YFR027W_mRNA	846	797	28	4.24013
YMR266W_mRNA	2862	2813	255	10.9408
YDL182W_mRNA	1287	1238	211.005	20.5709
YER146W_mRNA	282	233	64.2752	33.2941
YLR251W_mRNA	594	545	43.4911	9.63127
YBR182C_mRNA	1359	1310	93	8.56824
YDR362C_mRNA	2019	1970	74	4.53362
YNR026C_mRNA	1416	1367	64	5.65056
YBR134W_mRNA	402	353	8	2.73524
YHR126C_mRNA	480	431	3	0.840086
YPR194C_mRNA	2634	2585	2085	97.3476
YGL160W_mRNA	1713	1664	98	7.10809
YAL003W_mRNA	621	572	649	136.939
YPL084W_mRNA	2535	2486	64	3.10713
YNL152W_mRNA	1230	1181	54	5.51854
YCL002C_mRNA	792	743	67	10.8834
YIL117C_mRNA	957	908	13	1.72798
YBL037W_mRNA	3078	3029	31	1.23521
YNL140C_mRNA	570	521	56.0787	12.9909
YDR232W_mRNA	1647	1598	427	32.2501
YJL062W-A_mRNA	258	209	117	67.5647
YBR019C_mRNA	2100	2051	13	0.764993
YBR022W_mRNA	534	485	84	20.9034
YDR158W_mRNA	1098	1049	296	34.0562
YOR230W_mRNA	1314	1265	85	8.10977
YNL099C_mRNA	717	668	123	22.2233
YKL173W_mRNA	3027	2978	70	2.83696
YER159C_mRNA	429	380	108.393	34.427
YML057W_mRNA	1815	1766	166.002	11.3449
YML055W_mRNA	537	488	118	29.1838
YDR439W_mRNA	1044	995	28	3.39637
YBR121C-A_mRNA	159	110	0	0
YJL110C_mRNA	1656	1607	104	7.81083
YNL182C_mRNA	1668	1619	37	2.75826
YJR088C_mRNA	879	830	61.4805	8.94003
YMR105C_mRNA	1710	1661	175	12.7159
YOR144C_mRNA	2376	2327	39	2.02278
YPR101W_mRNA	528	479	162	40.8187
YPL179W_mRNA	1650	1601	415	31.285
YCL024W_mRNA	3114	3065	172.057	6.7752
YNL180C_mRNA	996	947	557	70.988
YLR321C_mRNA	1281	1232	77.2286	7.56567
YPL224C_mRNA	1455	1406	100	8.5841
YOL081W_mRNA	9240	9191	944	12.3962
YNR001C_mRNA	1440	1391	2732	237.046
YOL052C_mRNA	1191	1142	52	5.49563
YOR285W_mRNA	420	371	335	108.981
YIL050W_mRNA	858	809	68	10.1447
YMR268C_mRNA	1335	1286	36	3.37864
YDL206W_mRNA	2289	2240	135	7.27387
YLR327C_mRNA	261	212	1273	724.724
YBR119W_mRNA	897	848	76	10.8168
YDR125C_mRNA	1362	1313	30	2.75763
YFR052W_mRNA	825	776	307	47.7482
YLR154C-H_mRNA	132	83	7279.75	10585.7
YGL211W_mRNA	1080	1031	84	9.83333
YIL107C_mRNA	2484	2435	286	14.1758
YJL213W_mRNA	996	947	16	2.03915
YML133W-B_mRNA	483	434	0	0
YPR204W_mRNA	3099	3050	269.123	10.6495
YBL022C_mRNA	3402	3353	360	12.9583
YIL150C_mRNA	1716	1667	45	3.25804
YPR103W_mRNA	864	815	391	57.9027
YGR141W_mRNA	1404	1355	59	5.25524
YIL165C_mRNA	360	311	58	22.5086
YDR338C_mRNA	2088	2039	60	3.55152
YKL061W_mRNA	342	293	47	19.3602
YOR058C_mRNA	2658	2609	401	18.5503
YPR155C_mRNA	1851	1802	86	5.76002
YDR526C_mRNA	471	422	11.5828	3.3127
YJR046W_mRNA	1815	1766	99	6.76588
YER084W_mRNA	387	338	6	2.14247
YOR270C_mRNA	2523	2474	586	28.5876
YHR125W_mRNA	306	257	2	0.939241
YGL239C_mRNA	315	266	7.78651	3.53298
YDR533C_mRNA	714	665	1351	245.196
YOL154W_mRNA	750	701	17	2.92692
YOR115C_mRNA	807	758	95	15.1264
YDR272W_mRNA	825	776	247	38.4163
YLR247C_mRNA	4671	4622	395	10.3145
YER183C_mRNA	636	587	32	6.57948
YKL139W_mRNA	1587	1538	68	5.33621
YOL003C_mRNA	1137	1088	48	5.32467
YNL091W_mRNA	3723	3674	618	20.3016
YGL097W_mRNA	1449	1400	100	8.62089
YGR030C_mRNA	477	428	71	20.0214
YNL157W_mRNA	507	458	328	86.4347
YDR197W_mRNA	1170	1121	86	9.25919
YEL009C-A_mRNA	408	359	3	1.00857
YNL315C_mRNA	957	908	173	22.9954
YDR512C_mRNA	564	515	138	32.3409
YOR258W_mRNA	654	605	35	6.98221
YPL250W-A_mRNA	288	239	0	0
YDR489W_mRNA	885	836	22	3.17612
YEL059C-A_mRNA	225	176	46	31.5446
YOL103W_mRNA	1830	1781	114	7.7254
YLR167W_mRNA	459	410	1236.4	363.96
YLR220W_mRNA	969	920	158	20.7276
YLR455W_mRNA	915	866	200	27.8735
YJL020C_mRNA	3474	3425	424.93	14.974
YLR282C_mRNA	342	293	0	0
YKL180W_mRNA	555	506	603.597	143.972
YOR215C_mRNA	558	509	522	123.775
YDR299W_mRNA	1605	1556	179	13.8843
YKL004W_mRNA	1206	1157	84	8.76246
YDL015C_mRNA	933	884	198	27.0329
YDR304C_mRNA	678	629	324	62.1691
YNL221C_mRNA	2628	2579	111	5.19459
YHR206W_mRNA	1869	1820	69	4.5757
YML090W_mRNA	387	338	400.839	143.131
YDR271C_mRNA	372	323	33.2467	12.423
YOL095C_mRNA	2121	2072	32	1.86398
YPL244C_mRNA	1020	971	81	10.0681
YAL053W_mRNA	2352	2303	182	9.538
YDL181W_mRNA	258	209	633	365.542
YGR224W_mRNA	1842	1793	14	0.942384
YHR097C_mRNA	1101	1052	96	11.0138
YLR094C_mRNA	1509	1460	42	3.47197
YPR141C_mRNA	2190	2141	168	9.47049
YGR142W_mRNA	1233	1184	3841	391.537
YML101C_mRNA	354	305	45	17.8071
YFL064C_mRNA	525	476	0	0
YOL063C_mRNA	2874	2825	75	3.20422
YNR052C_mRNA	1302	1253	55	5.29775
YCR060W_mRNA	336	287	13	5.4669
YGR186W_mRNA	2208	2159	501	28.0069
YNL061W_mRNA	1857	1808	130	8.6781
YOL079W_mRNA	399	350	2.9731	1.02523
YDR367W_mRNA	666	617	84	16.4314
YER172C_mRNA	6492	6443	178	3.33435
YHR005C-A_mRNA	282	233	331	171.456
YCR071C_mRNA	441	392	69	21.2443
YOR389W_mRNA	1875	1826	38.2694	2.52948
Q0065_mRNA	1671	1622	2.00095	0.14889
YGR181W_mRNA	318	269	60.3052	27.0572
YLR272C_mRNA	3531	3482	57	1.97572
YKL143W_mRNA	1392	1343	81	7.27929
YNL284C_mRNA	969	920	206	27.0246
YLR264C-A_mRNA	117	68	56	99.3938
YDR085C_mRNA	1863	1814	76	5.05657
YIL045W_mRNA	1617	1568	93	7.15841
YMR012W_mRNA	3834	3785	968	30.8666
YJL187C_mRNA	2460	2411	56	2.80331
YCR007C_mRNA	720	671	23	4.137
YOR231W_mRNA	1527	1478	74	6.04279
YHR193C-A_mRNA	375	326	2.22675	0.824392
YJR131W_mRNA	1650	1601	43	3.24158
YDL097C_mRNA	1305	1256	313	30.077
YHR007C_mRNA	1593	1544	580	45.3378
YHR214C-D_mRNA	294	245	5.5	2.70942
YIL126W_mRNA	4080	4031	487	14.5813
YGL081W_mRNA	963	914	24	3.16917
YMR202W_mRNA	669	620	150	29.1998
YOR021C_mRNA	642	593	90	18.3176
YGR082W_mRNA	552	503	146	35.032
YOR139C_mRNA	393	344	7.23879	2.53973
YPR156C_mRNA	1869	1820	312.559	20.7272
YMR083W_mRNA	1128	1079	605	67.6728
YAL031W-A_mRNA	309	260	20.9483	9.72424
YPL240C_mRNA	2130	2081	4076.61	236.433
YNR040W_mRNA	771	722	39	6.5194
YPR188C_mRNA	492	443	73	19.8884
YFL015C_mRNA	495	446	3	0.811832
YHR212W-A_mRNA	204	155	0	0
YGL028C_mRNA	1629	1580	88	6.72211
YDL139C_mRNA	672	623	47	9.10521
YJL133W_mRNA	945	896	38	5.11865
YKL062W_mRNA	1893	1844	400	26.1806
YFL011W_mRNA	1641	1592	6	0.454871
YPL111W_mRNA	1002	953	208	26.3421
YHR184W_mRNA	1716	1667	6	0.434406
YOR120W_mRNA	939	890	350.856	47.5793
YPR119W_mRNA	1476	1427	18	1.5224
YNL246W_mRNA	795	746	60	9.70716
YFR017C_mRNA	588	539	237	53.0688
YLR338W_mRNA	858	809	1.07226	0.159967
YCL012C_mRNA	405	356	39	13.2219
YJL086C_mRNA	369	320	5	1.88582
YBR243C_mRNA	1347	1298	36	3.3474
YGL021W_mRNA	2283	2234	28	1.51271
YDR200C_mRNA	1815	1766	125.176	8.55479
YBR234C_mRNA	1155	1106	175	19.0969
YJR053W_mRNA	1725	1676	34	2.44841
YDR191W_mRNA	1113	1064	27	3.06268
YDR451C_mRNA	1062	1013	48	5.71889
YGL110C_mRNA	1875	1826	126	8.32817
YJR044C_mRNA	423	374	108	34.8524
YGR167W_mRNA	702	653	296	54.709
YGL017W_mRNA	1512	1463	30	2.4749
YLR181C_mRNA	993	944	70	8.94965
YBR179C_mRNA	2568	2519	250	11.9782
YBR247C_mRNA	1452	1403	45	3.8711
YOL038W_mRNA	765	716	453	76.3599
YOR023C_mRNA	1701	1652	141	10.3012
YJR100C_mRNA	984	935	86	11.1011
YOL124C_mRNA	1302	1253	40	3.85291
YOR212W_mRNA	1272	1223	51	5.03296
YDR469W_mRNA	528	479	44	11.0866
YMR017W_mRNA	1194	1145	18	1.89735
YDR470C_mRNA	1509	1460	80	6.61328
YIL158W_mRNA	615	566	19	4.05151
YBR124W_mRNA	360	311	2.61113	1.01332
YLR458W_mRNA	381	332	1.83692	0.66778
YML085C_mRNA	1344	1295	94	8.76068
YOL013W-A_mRNA	192	143	10	8.44003
YPL192C_mRNA	402	353	30	10.2571
YNL097W-A_mRNA	156	107	7.34409	8.28388
YBL086C_mRNA	1401	1352	136	12.1407
YDR105C_mRNA	1422	1373	136	11.955
YGR156W_mRNA	1278	1229	45	4.41917
YDR483W_mRNA	1329	1280	343	32.3418
YKL172W_mRNA	1284	1235	284	27.7544
YML013W_mRNA	1755	1706	47.1714	3.33718
YOL120C_mRNA	561	512	540.536	127.419
YER092W_mRNA	378	329	114	41.8205
YGR291C_mRNA	222	173	1	0.697644
YOR181W_mRNA	1902	1853	25	1.62834
YDL123W_mRNA	423	374	30	9.68121
YGR197C_mRNA	1644	1595	67	5.06984
YBL065W_mRNA	345	296	3.43333	1.39992
YIR018W_mRNA	738	689	62	10.8606
YPL059W_mRNA	453	404	93	27.7832
YPL218W_mRNA	573	524	467	107.564
YBR227C_mRNA	1563	1514	121	9.64583
YJR012C_mRNA	624	575	29	6.0871
YDL199C_mRNA	2064	2015	46	2.75526
YIR039C_mRNA	1614	1565	129.567	9.99217
YMR224C_mRNA	2079	2030	18	1.07018
YGR041W_mRNA	1644	1595	74	5.59952
YKR014C_mRNA	705	656	246	45.2597
YGL079W_mRNA	657	608	35	6.94775
YLR180W_mRNA	1149	1100	51.3554	5.63474
YAL019W_mRNA	3396	3347	212	7.64469
YNL121C_mRNA	1854	1805	785	52.4895
YBR218C_mRNA	3543	3494	265.152	9.15908
YLR250W_mRNA	705	656	194	35.6926
YCR081C-A_mRNA	237	188	4.42056	2.83791
YKL149C_mRNA	1218	1169	27	2.78759
YBR244W_mRNA	489	440	14	3.84021
YFL018C_mRNA	1500	1451	795	66.1271
YLR222C-A_mRNA	231	182	11	7.2946
YOR333C_mRNA	417	368	2.13399	0.699883
YAL024C_mRNA	4308	4259	67	1.89866
Q0080_mRNA	147	98	12	14.7787
YGL107C_mRNA	1941	1892	127	8.10145
YMR059W_mRNA	387	338	18	6.42741
YDR505C_mRNA	2526	2477	321	15.6408
YDL045W-A_mRNA	288	239	132	66.6586
YGL168W_mRNA	333	284	110.084	46.7827
YMR072W_mRNA	552	503	389	93.3387
YDL045C_mRNA	921	872	77	10.6575
YPL264C_mRNA	1062	1013	46	5.4806
YBR160W_mRNA	897	848	54	7.6856
YMR304W_mRNA	3693	3644	364	12.056
YML087C_mRNA	939	890	426	57.7696
YMR195W_mRNA	384	335	446	160.683
YIL082W_mRNA	873	824	0	0
YOR335C_mRNA	2877	2828	314.563	13.4248
YDR361C_mRNA	852	803	132	19.8398
YIL056W_mRNA	1923	1874	618	39.8014
YEL008C-A_mRNA	93	44.0003	0	0
YBL080C_mRNA	1626	1577	40	3.06132
YIL161W_mRNA	708	659	93	17.0325
YBR083W_mRNA	1461	1412	43	3.67548
YBR294W_mRNA	2580	2531	347	16.5469
YJR067C_mRNA	426	377	36	11.525
YEL032W_mRNA	2916	2867	85.3646	3.5936
YKR099W_mRNA	2436	2387	88	4.44949
YFL032W_mRNA	321	272	69	30.6168
YKL110C_mRNA	942	893	245	33.1127
YPL198W_mRNA	735	686	108.304	19.0547
YNL043C_mRNA	321	272	16.5813	7.35749
YNR055C_mRNA	1761	1712	150	10.5747
YJR146W_mRNA	354	305	0	0
YPL006W_mRNA	3513	3464	158	5.50502
YHR132C_mRNA	1293	1244	226	21.9264
YPR161C_mRNA	1974	1925	82	5.14118
YKL094W_mRNA	942	893	309	41.7625
YJR140W-A_mRNA	150	101	0	0
YPL145C_mRNA	1305	1256	154	14.7983
YMR240C_mRNA	1311	1262	85	8.12904
YKR094C_mRNA	387	338	521.768	186.312
YDR406W-A_mRNA	246	197	25	15.3163
YLR424W_mRNA	2127	2078	41	2.38132
YGL228W_mRNA	1734	1685	277	19.8408
YNL039W_mRNA	1785	1736	240	16.6856
YMR308C_mRNA	3270	3221	172	6.44492
YIL119C_mRNA	1224	1175	174	17.8727
YGR183C_mRNA	201	152	1081	858.345
YOL046C_mRNA	675	626	1.77429	0.342081
YGL050W_mRNA	822	773	82	12.8031
YBR091C_mRNA	330	281	66	28.3477
YDR199W_mRNA	366	317	94.8242	36.1027
YGR273C_mRNA	525	476	0	0
YIL016W_mRNA	480	431	97	27.1628
YML001W_mRNA	627	578	194	40.5092
YDR266C_mRNA	1920	1871	112	7.22477
YPL092W_mRNA	1377	1328	319	28.9916
YGR086C_mRNA	1020	971	700	87.0079
YGR228W_mRNA	345	296	158.985	64.8255
YJR130C_mRNA	1920	1871	150	9.67603
YKR058W_mRNA	1851	1802	91	6.0949
YEL010W_mRNA	351	302	0	0
YKL183C-A_mRNA	213	164	0	0
YLR253W_mRNA	1710	1661	124	9.01015
YDL242W_mRNA	354	305	3	1.18714
YDR002W_mRNA	606	557	590	127.843
YGL145W_mRNA	2106	2057	58	3.40309
YDR214W_mRNA	1053	1004	218	26.2061
YBR284W_mRNA	2394	2345	68	3.49982
YEL040W_mRNA	1404	1355	18	1.60329
YDR130C_mRNA	876	827	43	6.27542
YNR036C_mRNA	462	413	283	82.7021
YEL059W_mRNA	309	260	14	6.49882
YOL029C_mRNA	606	557	60	13.001
Q0160_mRNA	708	659	0	0
YDL176W_mRNA	2127	2078	64	3.71719
YIL144W_mRNA	2076	2027	182	10.8367
YGR098C_mRNA	4893	4844	93	2.31717
YOL155W-A_mRNA	135	86	0	0
YPR181C_mRNA	2307	2258	251	13.4162
YGR074W_mRNA	441	392	35.2702	10.8593
YBR158W_mRNA	1650	1601	88	6.63394
YDR358W_mRNA	1674	1625	118	8.76413
YDR544C_mRNA	429	380	9.19677	2.921
YLR390W-A_mRNA	717	668	327	59.0815
YGL098W_mRNA	738	689	36	6.30613
YDR460W_mRNA	966	917	104	13.6881
YNL304W_mRNA	1254	1205	46	4.60735
YOR072W_mRNA	315	266	1	0.453731
YOL161C_mRNA	363	314	4.42405	1.70048
YBR111W-A_mRNA	291	242	49	24.4377
YJR069C_mRNA	594	545	20	4.42908
YER105C_mRNA	4176	4127	189	5.52723
YHR182C-A_mRNA	474	425	6.90362	1.96051
YML114C_mRNA	1533	1484	78	6.34367
YBL071C_mRNA	309	260	36	16.7113
YJR120W_mRNA	351	302	39	15.5861
YIL026C_mRNA	3453	3404	150	5.31841
YJL186W_mRNA	1761	1712	106	7.47278
Q0070_mRNA	1893	1844	0	0
YJL008C_mRNA	1707	1658	147.18	10.7138
YNL119W_mRNA	1482	1433	67	5.64298
YDR034W-B_mRNA	156	107	13	14.6636
YCR036W_mRNA	1002	953	110	13.9309
YNL034W_mRNA	1839	1790	0	0
YHR025W_mRNA	1074	1025	82	9.65539
YJL061W_mRNA	2142	2093	71	4.0942
YMR319C_mRNA	1659	1610	47	3.52332
YOL122C_mRNA	1728	1679	90	6.46952
YLR233C_mRNA	2100	2051	38	2.23613
YDL028C_mRNA	2295	2246	91	4.89003
YNL187W_mRNA	1074	1025	16	1.88398
YEL053C_mRNA	2202	2153	98	5.49366
YCR063W_mRNA	474	425	8.16487	2.31868
YOR252W_mRNA	537	488	98	24.2374
YAL034W-A_mRNA	870	821	20.6373	3.03382
YEL046C_mRNA	1164	1115	68	7.36061
YOR157C_mRNA	786	737	239	39.1391
YNL310C_mRNA	525	476	92	23.3271
YGL096W_mRNA	831	782	233	35.9608
YGR240C-A_mRNA	201	152	5	3.97015
YCL042W_mRNA	360	311	22.918	8.89398
YBR126W-B_mRNA	144	95	68.9304	87.5724
YDR061W_mRNA	1620	1571	124	9.52633
YER137C_mRNA	447	398	27	8.18768
YDR060W_mRNA	3078	3029	441	17.5719
YJR085C_mRNA	318	269	367	164.662
YHR055C_mRNA	186	137	1757.84	1548.6
YLR347W-A_mRNA	141	92	0.985277	1.29256
YPR171W_mRNA	1731	1682	59	4.23356
YHR073W_mRNA	2991	2942	211.3	8.66837
YPR122W_mRNA	3627	3578	56	1.88898
YGR172C_mRNA	747	698	27	4.66862
YJR040W_mRNA	2340	2291	58	3.0555
YBR229C_mRNA	2865	2816	119	5.10028
YDR169C-A_mRNA	150	101	2	2.38995
YDR363W_mRNA	1371	1322	114	10.4077
YKR052C_mRNA	915	866	80	11.1494
YPL091W_mRNA	1452	1403	784	67.4432
YKL157W_mRNA	2859	2810	393	16.8798
YPL137C_mRNA	3831	3782	372.913	11.9005
YDR422C_mRNA	2448	2399	116	5.8359
YOL107W_mRNA	1029	980	26	3.20204
YDR119W_mRNA	2307	2258	80	4.27608
YER013W_mRNA	3438	3389	174	6.19666
YHL015W-A_mRNA	84	35.0103	0	0
YLR117C_mRNA	2064	2015	103	6.16939
YJL189W_mRNA	156	107	975.881	1100.76
YOR274W_mRNA	1287	1238	68	6.62931
YNL277W_mRNA	1461	1412	248.577	21.2474
YAL064W-B_mRNA	381	332	0	0
YDR097C_mRNA	3729	3680	82	2.68934
YIL163C_mRNA	354	305	21	8.30997
YAL018C_mRNA	978	929	5	0.649582
YBR042C_mRNA	1194	1145	44	4.63796
YKL068W-A_mRNA	237	188	48	30.8151
YKR062W_mRNA	987	938	84	10.8083
YNL126W_mRNA	2541	2492	61	2.95435
YKL091C_mRNA	933	884	74	10.1032
YOL013W-B_mRNA	291	242	0	0
YKR073C_mRNA	321	272	1	0.443722
YJR039W_mRNA	3366	3317	62.8364	2.28637
Q0142_mRNA	177	128	1	0.94291
YGR194C_mRNA	1803	1754	111	7.63789
YML075C_mRNA	3165	3116	88	3.40851
YHR064C_mRNA	1617	1568	229.95	17.6998
YMR075W_mRNA	2055	2006	134.346	8.083
YKR087C_mRNA	1038	989	58	7.07802
YBR150C_mRNA	3285	3236	80.7346	3.01114
YER147C-A_mRNA	411	362	52.8781	17.6298
YOR343C_mRNA	327	278	3	1.30244
YDR042C_mRNA	603	554	20	4.35713
YGL026C_mRNA	2124	2075	243	14.1341
YNL210W_mRNA	813	764	5	0.789872
YNR041C_mRNA	1119	1070	66.8174	7.53678
YML129C_mRNA	213	164	234	172.207
YGL213C_mRNA	1194	1145	60.8983	6.41918
YHL041W_mRNA	450	401	0	0
YLR110C_mRNA	402	353	9261	3166.38
YOR093C_mRNA	4947	4898	72	1.77416
Q0275_mRNA	810	761	2590	410.767
YGL248W_mRNA	1110	1061	138	15.698
YNL193W_mRNA	1677	1628	134	9.93414
YNL301C_mRNA	561	512	155.464	36.6471
YDL160C_mRNA	1521	1472	218	17.8743
YGL075C_mRNA	1164	1115	52	5.6287
YPL014W_mRNA	1146	1097	143	15.7329
YHR143W_mRNA	978	929	261	33.9082
YGL256W_mRNA	1149	1100	37	4.05965
YDR425W_mRNA	1878	1829	73.4672	4.84797
YOR381W-A_mRNA	168	119	0	0
YBR298C_mRNA	1845	1796	250	16.8002
YEL036C_mRNA	1503	1454	101	8.38372
YBR143C_mRNA	1314	1265	219	20.8946
YML073C_mRNA	531	482	643	161.007
YMR149W_mRNA	861	812	142	21.1063
YNL263C_mRNA	945	896	62	8.35148
YAL037C-A_mRNA	93	44.0003	0	0
YIL139C_mRNA	738	689	27	4.7296
YLR072W_mRNA	2082	2033	49	2.90897
YOL065C_mRNA	1155	1106	50	5.45626
YNL059C_mRNA	2268	2219	282	15.3381
