target_id	length	eff_length	est_counts	tpm
YOR385W_mRNA	873	824	46	7.81685
YGL087C_mRNA	414	365	76	29.1556
YMR244C-A_mRNA	315	266	40.1444	21.1322
YNL306W_mRNA	654	605	193	44.6687
YOR214C_mRNA	711	662	11	2.32668
YAL037W_mRNA	804	755	23	4.26562
YLR217W_mRNA	324	275	4.42337	2.25228
YLL056C_mRNA	897	848	103	17.0076
YOL119C_mRNA	1506	1457	188	18.0676
YJL204C_mRNA	2523	2474	59	3.33928
YAL016W_mRNA	1908	1859	334.989	25.232
YIL146C_mRNA	1590	1541	194	17.6279
YCL011C_mRNA	1284	1235	132	14.9661
YLR128W_mRNA	810	761	29	5.33598
YKL131W_mRNA	522	473	11.6026	3.43475
YDR018C_mRNA	1191	1142	27	3.31054
YOR019W_mRNA	2193	2144	56	3.65733
YNL288W_mRNA	1122	1073	72	9.3958
YCL040W_mRNA	1503	1454	783.002	75.4049
YER158W-A_mRNA	216	167	6.54376	5.48671
YNL191W_mRNA	1074	1025	62	8.46972
YBR115C_mRNA	4179	4130	339	11.4935
YGL156W_mRNA	3252	3203	944	41.2683
YNL150W_mRNA	408	359	44.3469	17.297
YCR052W_mRNA	1452	1403	15	1.49704
YGL015C_mRNA	393	344	0	0
YOR206W_mRNA	2133	2084	82	5.50956
YMR091C_mRNA	1308	1259	100	11.1218
YMR173W-A_mRNA	1185	1136	774.334	95.4446
YJR105W_mRNA	1023	974	437	62.8237
YHL002W_mRNA	1359	1310	103	11.0095
YCR100C_mRNA	951	902	10	1.55237
YOR345C_mRNA	351	302	0	0
YPL217C_mRNA	3552	3503	269	10.7526
YOR341W_mRNA	4995	4946	258	7.3041
YDL189W_mRNA	1374	1325	13	1.37382
YLR279W_mRNA	390	341	18.5596	7.62104
YHR219C-A_mRNA	483	434	0	0
YER056C-A_mRNA	366	317	85.2392	37.6514
YMR180C_mRNA	963	914	66	10.1111
YNL097C_mRNA	993	944	62.0311	9.20107
YDR508C_mRNA	1992	1943	11	0.792722
YHR045W_mRNA	1683	1634	83	7.11258
YML020W_mRNA	1995	1946	90	6.47591
YGR251W_mRNA	591	542	21	5.42527
YPL197C_mRNA	414	365	36.0196	13.8181
YBR031W_mRNA	1089	1040	355.181	47.8209
YDR462W_mRNA	444	395	21	7.44429
YPR139C_mRNA	903	854	53	8.68999
YPR169W_mRNA	1479	1430	90	8.81267
YPL257W_mRNA	582	533	0	0
YOL088C_mRNA	834	785	54	9.63219
YLR075W_mRNA	666	617	838.716	190.34
YML088W_mRNA	2007	1958	85	6.07865
YIL010W_mRNA	648	599	16	3.7402
YBL108C-A_mRNA	129	80	1.37562	2.40774
YDR175C_mRNA	960	911	45	6.91664
YLR052W_mRNA	753	704	25	4.97243
YKR004C_mRNA	1134	1085	32	4.12973
YNL137C_mRNA	1461	1412	220	21.8167
YNL331C_mRNA	1131	1082	35.6738	4.61661
YFL026W_mRNA	1296	1247	23	2.58263
YBR116C_mRNA	528	479	15.3743	4.49428
YJR129C_mRNA	1020	971	24	3.46093
YKR092C_mRNA	1221	1172	24	2.86738
YDR186C_mRNA	2634	2585	432	23.4005
YML077W_mRNA	480	431	14	4.54833
YEL067C_mRNA	588	539	8.46625	2.1994
YJL139C_mRNA	1287	1238	51	5.76834
YKL002W_mRNA	699	650	237	51.0547
YGR162W_mRNA	2859	2810	215	10.7135
YLR159C-A_mRNA	132	83	662	1116.81
YDR150W_mRNA	8247	8198	791.58	13.5204
YEL054C_mRNA	498	449	96.3545	30.0488
YOR392W_mRNA	444	395	36	12.7616
YPL009C_mRNA	3117	3068	148.294	6.76814
YLR025W_mRNA	723	674	122	25.3455
YDR243C_mRNA	1767	1718	84	6.84632
YGR005C_mRNA	1203	1154	93	11.2844
YOR160W_mRNA	2919	2870	116	5.65949
YLR049C_mRNA	1287	1238	53	5.99455
YLR308W_mRNA	939	890	1	0.15733
YOR084W_mRNA	1164	1115	15	1.88373
YNL030W_mRNA	312	263	196.444	104.589
YHR084W_mRNA	2067	2018	43	2.98365
YLR032W_mRNA	3510	3461	103	4.16713
YOR039W_mRNA	777	728	121	23.2731
YBR241C_mRNA	1467	1418	147	14.5158
YEL047C_mRNA	1413	1364	89	9.13644
YML125C_mRNA	939	890	95	14.9463
YOR264W_mRNA	1293	1244	18.8792	2.12503
YPL183C_mRNA	3042	2993	157	7.34504
YNL297C_mRNA	4911	4862	267	7.68949
YPR065W_mRNA	1107	1058	408	53.9977
YNL102W_mRNA	4407	4358	120	3.85563
YPR099C_mRNA	357	308	36.2833	16.4952
YCR107W_mRNA	1092	1043	50.9004	6.83341
YMR318C_mRNA	1083	1034	137	18.5524
YPR032W_mRNA	3102	3053	96	4.40297
YOR281C_mRNA	861	812	42.5619	7.33949
YMR115W_mRNA	1506	1457	58	5.57403
YFR027W_mRNA	846	797	9	1.58119
YMR266W_mRNA	2862	2813	179	8.91014
YDL182W_mRNA	1287	1238	177.714	20.1003
YER146W_mRNA	282	233	23.7576	14.2773
YLR251W_mRNA	594	545	58.8214	15.1126
YBR182C_mRNA	1359	1310	85	9.0855
YDR362C_mRNA	2019	1970	87	6.18378
YNR026C_mRNA	1416	1367	42	4.30211
YBR134W_mRNA	402	353	4	1.58667
YHR126C_mRNA	480	431	2	0.649761
YPR194C_mRNA	2634	2585	6095	330.152
YGL160W_mRNA	1713	1664	140	11.7808
YAL003W_mRNA	621	572	369	90.3299
YPL084W_mRNA	2535	2486	116	6.53368
YNL152W_mRNA	1230	1181	36	4.26829
YCL002C_mRNA	792	743	115	21.6726
YIL117C_mRNA	957	908	28	4.31791
YBL037W_mRNA	3078	3029	51	2.35761
YNL140C_mRNA	570	521	29.8391	8.01955
YDR232W_mRNA	1647	1598	265	23.2204
YJL062W-A_mRNA	258	209	64	42.878
YBR019C_mRNA	2100	2051	25	1.70677
YBR022W_mRNA	534	485	37	10.6822
YDR158W_mRNA	1098	1049	264	35.2395
YOR230W_mRNA	1314	1265	380	42.0624
YNL099C_mRNA	717	668	57	11.9481
YKL173W_mRNA	3027	2978	66	3.10328
YER159C_mRNA	429	380	33.4562	12.3281
YML057W_mRNA	1815	1766	100.841	7.99557
YML055W_mRNA	537	488	36	10.3296
YDR439W_mRNA	1044	995	27	3.79963
YBR121C-A_mRNA	159	110	0	0
YJL110C_mRNA	1656	1607	73	6.36075
YNL182C_mRNA	1668	1619	29	2.50814
YJR088C_mRNA	879	830	34.4528	5.8123
YMR105C_mRNA	1710	1661	216	18.209
YOR144C_mRNA	2376	2327	32	1.92555
YPR101W_mRNA	528	479	36	10.5237
YPL179W_mRNA	1650	1601	661	57.8111
YCL024W_mRNA	3114	3065	83	3.79183
YNL180C_mRNA	996	947	177	26.1712
YLR321C_mRNA	1281	1232	28.0198	3.1846
YPL224C_mRNA	1455	1406	76	7.56884
YOL081W_mRNA	9240	9191	1110	16.9107
YNR001C_mRNA	1440	1391	827	83.2491
YOL052C_mRNA	1191	1142	34	4.16883
YOR285W_mRNA	420	371	225	84.92
YIL050W_mRNA	858	809	112	19.3852
YMR268C_mRNA	1335	1286	15	1.63325
YDL206W_mRNA	2289	2240	229	14.3149
YLR327C_mRNA	261	212	31	20.4751
YBR119W_mRNA	897	848	47	7.76074
YDR125C_mRNA	1362	1313	40	4.26576
YFR052W_mRNA	825	776	107	19.3074
YLR154C-H_mRNA	132	83	662	1116.81
YGL211W_mRNA	1080	1031	120	16.2976
YIL107C_mRNA	2484	2435	187	10.7534
YJL213W_mRNA	996	947	46	6.80157
YML133W-B_mRNA	483	434	0	0
YPR204W_mRNA	3099	3050	498.387	22.8806
YBL022C_mRNA	3402	3353	360	15.0338
YIL150C_mRNA	1716	1667	31	2.60392
YPR103W_mRNA	864	815	191	32.8153
YGR141W_mRNA	1404	1355	78	8.0604
YIL165C_mRNA	360	311	32	14.4076
YDR338C_mRNA	2088	2039	158	10.8503
YKL061W_mRNA	342	293	19	9.08003
YOR058C_mRNA	2658	2609	110	5.90364
YPR155C_mRNA	1851	1802	67	5.2062
YDR526C_mRNA	471	422	6.38543	2.11875
YJR046W_mRNA	1815	1766	29	2.29937
YER084W_mRNA	387	338	3	1.24281
YOR270C_mRNA	2523	2474	1046	59.2016
YHR125W_mRNA	306	257	0	0
YGL239C_mRNA	315	266	11.2558	5.92509
YDR533C_mRNA	714	665	1234	259.833
YOL154W_mRNA	750	701	27	5.3932
YOR115C_mRNA	807	758	39	7.20438
YDR272W_mRNA	825	776	230	41.5018
YLR247C_mRNA	4671	4622	451	13.6631
YER183C_mRNA	636	587	23	5.48644
YKL139W_mRNA	1587	1538	28	2.54919
YOL003C_mRNA	1137	1088	65	8.36538
YNL091W_mRNA	3723	3674	289	11.0144
YGL097W_mRNA	1449	1400	91	9.10153
YGR030C_mRNA	477	428	37	12.1048
YNL157W_mRNA	507	458	145	44.3306
YDR197W_mRNA	1170	1121	63	7.8693
YEL009C-A_mRNA	408	359	3.19753	1.24716
YNL315C_mRNA	957	908	180	27.758
YDR512C_mRNA	564	515	37	10.0599
YOR258W_mRNA	654	605	23	5.32321
YPL250W-A_mRNA	288	239	0	0
YDR489W_mRNA	885	836	11	1.84242
YEL059C-A_mRNA	225	176	15	11.9338
YOL103W_mRNA	1830	1781	92	7.23311
YLR167W_mRNA	459	410	569.434	194.474
YLR220W_mRNA	969	920	252	38.3543
YLR455W_mRNA	915	866	61	9.86309
YJL020C_mRNA	3474	3425	236.427	9.66581
YLR282C_mRNA	342	293	3.31006	1.58187
YKL180W_mRNA	555	506	326	90.2128
YOR215C_mRNA	558	509	183	50.3425
YDR299W_mRNA	1605	1556	24	2.15975
YKL004W_mRNA	1206	1157	99	11.9813
YDL015C_mRNA	933	884	212	33.5803
YDR304C_mRNA	678	629	253	56.3211
YNL221C_mRNA	2628	2579	104	5.64655
YHR206W_mRNA	1869	1820	129	9.92475
YML090W_mRNA	387	338	49.8854	20.6661
YDR271C_mRNA	372	323	22.6751	9.82987
YOL095C_mRNA	2121	2072	27	1.82463
YPL244C_mRNA	1020	971	34	4.90299
YAL053W_mRNA	2352	2303	241	14.6529
YDL181W_mRNA	258	209	175	117.245
YGR224W_mRNA	1842	1793	23	1.79618
YHR097C_mRNA	1101	1052	66	8.78475
YLR094C_mRNA	1509	1460	27	2.58948
YPR141C_mRNA	2190	2141	56	3.66246
YGR142W_mRNA	1233	1184	75	8.86974
YML101C_mRNA	354	305	33	15.1501
YFL064C_mRNA	525	476	0	0
YOL063C_mRNA	2874	2825	86	4.26266
YNR052C_mRNA	1302	1253	97	10.8398
YCR060W_mRNA	336	287	17	8.29408
YGR186W_mRNA	2208	2159	488	31.6496
YNL061W_mRNA	1857	1808	74	5.73105
YOL079W_mRNA	399	350	0	0
YDR367W_mRNA	666	617	72	16.3399
YER172C_mRNA	6492	6443	298	6.47633
YHR005C-A_mRNA	282	233	83	49.8796
YCR071C_mRNA	441	392	18	6.42965
YOR389W_mRNA	1875	1826	75.1957	5.76625
Q0065_mRNA	1671	1622	0	0
YGR181W_mRNA	318	269	12.064	6.27974
YLR272C_mRNA	3531	3482	26	1.04555
YKL143W_mRNA	1392	1343	72	7.50685
YNL284C_mRNA	969	920	96	14.6112
YLR264C-A_mRNA	117	68	21	43.2426
YDR085C_mRNA	1863	1814	92	7.10153
YIL045W_mRNA	1617	1568	448	40.0067
YMR012W_mRNA	3834	3785	364	13.4659
YJL187C_mRNA	2460	2411	27	1.56808
YCR007C_mRNA	720	671	17	3.54754
YOR231W_mRNA	1527	1478	65.7632	6.23031
YHR193C-A_mRNA	375	326	0	0
YJR131W_mRNA	1650	1601	31	2.71126
YDL097C_mRNA	1305	1256	253	28.2054
YHR007C_mRNA	1593	1544	1431	129.776
YHR214C-D_mRNA	294	245	1.5	0.857287
YIL126W_mRNA	4080	4031	286	9.93469
YGL081W_mRNA	963	914	10	1.53199
YMR202W_mRNA	669	620	156	35.2317
YOR021C_mRNA	642	593	89	21.0153
YGR082W_mRNA	552	503	93	25.8891
YOR139C_mRNA	393	344	9.34281	3.80294
YPR156C_mRNA	1869	1820	400.852	30.8399
YMR083W_mRNA	1128	1079	492	63.8476
YAL031W-A_mRNA	309	260	30.8926	16.6373
YPL240C_mRNA	2130	2081	884.184	59.4938
YNR040W_mRNA	771	722	22	4.26665
YPR188C_mRNA	492	443	36	11.3789
YFL015C_mRNA	495	446	2	0.627908
YHR212W-A_mRNA	204	155	0	0
YGL028C_mRNA	1629	1580	47	4.16526
YDL139C_mRNA	672	623	45	10.1141
YJL133W_mRNA	945	896	47	7.34499
YKL062W_mRNA	1893	1844	760	57.7104
YFL011W_mRNA	1641	1592	1	0.0879545
YPL111W_mRNA	1002	953	39	5.73024
YHR184W_mRNA	1716	1667	1	0.0839973
YOR120W_mRNA	939	890	384.141	60.4369
YPR119W_mRNA	1476	1427	4	0.392498
YNL246W_mRNA	795	746	38	7.13257
YFR017C_mRNA	588	539	310	80.533
YLR338W_mRNA	858	809	0	0
YCL012C_mRNA	405	356	71	27.9261
YJL086C_mRNA	369	320	1	0.437574
YBR243C_mRNA	1347	1298	32	3.45204
YGL021W_mRNA	2283	2234	24	1.50428
YDR200C_mRNA	1815	1766	70.0508	5.55423
YBR234C_mRNA	1155	1106	190	24.0547
YJR053W_mRNA	1725	1676	29	2.42284
YDR191W_mRNA	1113	1064	13	1.71081
YDR451C_mRNA	1062	1013	17	2.34985
YGL110C_mRNA	1875	1826	57	4.37094
YJR044C_mRNA	423	374	68	25.4588
YGR167W_mRNA	702	653	161	34.5234
YGL017W_mRNA	1512	1463	37	3.54127
YLR181C_mRNA	993	944	51	7.56483
YBR179C_mRNA	2568	2519	236	13.1185
YBR247C_mRNA	1452	1403	27	2.69468
YOL038W_mRNA	765	716	141	27.5745
YOR023C_mRNA	1701	1652	112	9.49312
YJR100C_mRNA	984	935	64	9.5845
YOL124C_mRNA	1302	1253	13	1.45276
YOR212W_mRNA	1272	1223	45	5.15213
YDR469W_mRNA	528	479	18	5.26185
YMR017W_mRNA	1194	1145	9	1.10062
YDR470C_mRNA	1509	1460	73	7.00118
YIL158W_mRNA	615	566	9	2.22652
YBR124W_mRNA	360	311	1.27597	0.574489
YLR458W_mRNA	381	332	0	0
YML085C_mRNA	1344	1295	100	10.8126
YOL013W-A_mRNA	192	143	3	2.93756
YPL192C_mRNA	402	353	21	8.33001
YNL097W-A_mRNA	156	107	10.9689	14.3543
YBL086C_mRNA	1401	1352	97	10.0461
YDR105C_mRNA	1422	1373	197	20.0908
YGR156W_mRNA	1278	1229	41	4.67125
YDR483W_mRNA	1329	1280	569	62.2449
YKL172W_mRNA	1284	1235	55	6.23587
YML013W_mRNA	1755	1706	55.5807	4.56191
YOL120C_mRNA	561	512	268.154	73.3357
YER092W_mRNA	378	329	30	12.7681
YGR291C_mRNA	222	173	0	0
YOR181W_mRNA	1902	1853	22	1.66245
YDL123W_mRNA	423	374	33	12.355
YGR197C_mRNA	1644	1595	41	3.59935
YBL065W_mRNA	345	296	4.62883	2.18968
YIR018W_mRNA	738	689	26	5.28391
YPL059W_mRNA	453	404	55	19.0626
YPL218W_mRNA	573	524	297	79.3645
YBR227C_mRNA	1563	1514	87	8.04627
YJR012C_mRNA	624	575	28	6.81854
YDL199C_mRNA	2064	2015	92	6.39314
YIR039C_mRNA	1614	1565	89.9351	8.04667
YMR224C_mRNA	2079	2030	30	2.06931
YGR041W_mRNA	1644	1595	58	5.09177
YKR014C_mRNA	705	656	72	15.3684
YGL079W_mRNA	657	608	22	5.06664
YLR180W_mRNA	1149	1100	32.4094	4.12553
YAL019W_mRNA	3396	3347	134	5.60596
YNL121C_mRNA	1854	1805	377	29.2459
YBR218C_mRNA	3543	3494	184.387	7.3894
YLR250W_mRNA	705	656	90	19.2106
YCR081C-A_mRNA	237	188	0	0
YKL149C_mRNA	1218	1169	38	4.55166
YBR244W_mRNA	489	440	8	2.54588
YFL018C_mRNA	1500	1451	323	31.17
YLR222C-A_mRNA	231	182	9	6.92424
YOR333C_mRNA	417	368	3.67182	1.39712
YAL024C_mRNA	4308	4259	52	1.70961
Q0080_mRNA	147	98	20	28.5762
YGL107C_mRNA	1941	1892	118	8.73297
YMR059W_mRNA	387	338	9	3.72844
YDR505C_mRNA	2526	2477	406	22.951
YDL045W-A_mRNA	288	239	27	15.8186
YGL168W_mRNA	333	284	45.0638	22.2183
YMR072W_mRNA	552	503	160	44.5403
YDL045C_mRNA	921	872	55	8.83176
YPL264C_mRNA	1062	1013	44	6.08197
YBR160W_mRNA	897	848	24	3.96293
YMR304W_mRNA	3693	3644	656	25.2073
YML087C_mRNA	939	890	75	11.7997
YMR195W_mRNA	384	335	176	73.5646
YIL082W_mRNA	873	824	0	0
YOR335C_mRNA	2877	2828	368.17	18.2293
YDR361C_mRNA	852	803	90	15.6938
YIL056W_mRNA	1923	1874	640	47.8202
YEL008C-A_mRNA	93	44.0003	0	0
YBL080C_mRNA	1626	1577	33	2.93011
YIL161W_mRNA	708	659	26	5.52445
YBR083W_mRNA	1461	1412	20	1.98334
YBR294W_mRNA	2580	2531	74	4.09393
YJR067C_mRNA	426	377	12	4.45698
YEL032W_mRNA	2916	2867	148	7.22828
YKR099W_mRNA	2436	2387	121	7.09797
YFL032W_mRNA	321	272	34	17.5029
YKL110C_mRNA	942	893	87	13.6417
YPL198W_mRNA	735	686	53.5777	10.9361
YNL043C_mRNA	321	272	20.0055	10.2987
YNR055C_mRNA	1761	1712	227	18.5662
YJR146W_mRNA	354	305	4	1.83637
YPL006W_mRNA	3513	3464	551	22.2728
YHR132C_mRNA	1293	1244	206	23.1872
YPR161C_mRNA	1974	1925	72	5.23725
YKL094W_mRNA	942	893	277	43.434
YJR140W-A_mRNA	150	101	1.98916	2.75772
YPL145C_mRNA	1305	1256	218	24.3035
YMR240C_mRNA	1311	1262	35	3.88338
YKR094C_mRNA	387	338	195.519	80.9979
YDR406W-A_mRNA	246	197	64	45.4899
YLR424W_mRNA	2127	2078	37	2.4932
YGL228W_mRNA	1734	1685	255	21.1905
YNL039W_mRNA	1785	1736	101	8.14653
YMR308C_mRNA	3270	3221	196	8.52053
YIL119C_mRNA	1224	1175	491	58.512
YGR183C_mRNA	201	152	421	387.828
YOL046C_mRNA	675	626	5.91315	1.32265
YGL050W_mRNA	822	773	35	6.34001
YBR091C_mRNA	330	281	13	6.47796
YDR199W_mRNA	366	317	14.9492	6.60326
YGR273C_mRNA	525	476	1	0.294167
YIL016W_mRNA	480	431	47	15.2694
YML001W_mRNA	627	578	149	36.096
YDR266C_mRNA	1920	1871	117	8.75615
YPL092W_mRNA	1377	1328	157	16.554
YGR086C_mRNA	1020	971	439	63.3062
YGR228W_mRNA	345	296	10.4699	4.9528
YJR130C_mRNA	1920	1871	88	6.58582
YKR058W_mRNA	1851	1802	97	7.53734
YEL010W_mRNA	351	302	1.80247	0.835722
YKL183C-A_mRNA	213	164	0	0
YLR253W_mRNA	1710	1661	135	11.3806
YDL242W_mRNA	354	305	4	1.83637
YDR002W_mRNA	606	557	273	68.6291
YGL145W_mRNA	2106	2057	50	3.40359
YDR214W_mRNA	1053	1004	144	20.0831
YBR284W_mRNA	2394	2345	68	4.06039
YEL040W_mRNA	1404	1355	15	1.55008
YDR130C_mRNA	876	827	39	6.60329
YNR036C_mRNA	462	413	198	67.1299
YEL059W_mRNA	309	260	11	5.92407
YOL029C_mRNA	606	557	21	5.27917
Q0160_mRNA	708	659	0	0
YDL176W_mRNA	2127	2078	68	4.5821
YIL144W_mRNA	2076	2027	71	4.90462
YGR098C_mRNA	4893	4844	146	4.22036
YOL155W-A_mRNA	135	86	0	0
YPR181C_mRNA	2307	2258	306	18.9757
YGR074W_mRNA	441	392	15.4113	5.50495
YBR158W_mRNA	1650	1601	17	1.48682
YDR358W_mRNA	1674	1625	113	9.73702
YDR544C_mRNA	429	380	5.4173	1.99618
YLR390W-A_mRNA	717	668	441	92.4407
YGL098W_mRNA	738	689	39	7.92586
YDR460W_mRNA	966	917	48	7.32948
YNL304W_mRNA	1254	1205	42	4.88049
YOR072W_mRNA	315	266	6	3.15843
YOL161C_mRNA	363	314	0	0
YBR111W-A_mRNA	291	242	31	17.9369
YJR069C_mRNA	594	545	25	6.4231
YER105C_mRNA	4176	4127	319	10.8232
YHR182C-A_mRNA	474	425	67.0647	22.0956
YML114C_mRNA	1533	1484	46	4.34035
YBL071C_mRNA	309	260	22	11.8481
YJR120W_mRNA	351	302	15	6.95481
YIL026C_mRNA	3453	3404	75	3.08513
YJL186W_mRNA	1761	1712	94	7.68821
Q0070_mRNA	1893	1844	0	0
YJL008C_mRNA	1707	1658	122.465	10.3425
YNL119W_mRNA	1482	1433	44.6014	4.35816
YDR034W-B_mRNA	156	107	2	2.61726
YCR036W_mRNA	1002	953	99	14.546
YNL034W_mRNA	1839	1790	3.71429	0.290552
YHR025W_mRNA	1074	1025	48	6.5572
YJL061W_mRNA	2142	2093	45	3.01054
YMR319C_mRNA	1659	1610	403	35.0494
YOL122C_mRNA	1728	1679	122	10.1744
YLR233C_mRNA	2100	2051	49	3.34527
YDL028C_mRNA	2295	2246	121	7.54357
YNL187W_mRNA	1074	1025	25	3.41521
YEL053C_mRNA	2202	2153	58	3.77212
YCR063W_mRNA	474	425	1	0.329467
YOR252W_mRNA	537	488	37	10.6165
YAL034W-A_mRNA	870	821	12.7982	2.18277
YEL046C_mRNA	1164	1115	100	12.5582
YOR157C_mRNA	786	737	114	21.659
YNL310C_mRNA	525	476	45	13.2375
YGL096W_mRNA	831	782	281	50.3154
YGR240C-A_mRNA	201	152	4	3.68483
YCL042W_mRNA	360	311	35.8723	16.151
YBR126W-B_mRNA	144	95	23.9758	35.3387
YDR061W_mRNA	1620	1571	126	11.2304
YER137C_mRNA	447	398	6	2.11091
YDR060W_mRNA	3078	3029	127	5.87091
YJR085C_mRNA	318	269	203	105.668
YHR055C_mRNA	186	137	11.0892	11.3339
YLR347W-A_mRNA	141	92	0.373011	0.567721
YPR171W_mRNA	1731	1682	34	2.83044
YHR073W_mRNA	2991	2942	150.64	7.16966
YPR122W_mRNA	3627	3578	140	5.47884
YGR172C_mRNA	747	698	15	3.0091
YJR040W_mRNA	2340	2291	35	2.13916
YBR229C_mRNA	2865	2816	129	6.41443
YDR169C-A_mRNA	150	101	2	2.77274
YDR363W_mRNA	1371	1322	64	6.77875
YKR052C_mRNA	915	866	35	5.65915
YPL091W_mRNA	1452	1403	593	59.1832
YKL157W_mRNA	2859	2810	803	40.0139
YPL137C_mRNA	3831	3782	585.45	21.6755
YDR422C_mRNA	2448	2399	175	10.2143
YOL107W_mRNA	1029	980	28	4.00067
YDR119W_mRNA	2307	2258	155	9.61189
YER013W_mRNA	3438	3389	171	7.06522
YHL015W-A_mRNA	84	35.0103	0	0
YLR117C_mRNA	2064	2015	77	5.35078
YJL189W_mRNA	156	107	173.273	226.751
YOR274W_mRNA	1287	1238	197	22.2816
YNL277W_mRNA	1461	1412	126.255	12.5203
YAL064W-B_mRNA	381	332	0.758183	0.319769
YDR097C_mRNA	3729	3680	85	3.23424
YIL163C_mRNA	354	305	12	5.50912
YAL018C_mRNA	978	929	0	0
YBR042C_mRNA	1194	1145	50	6.11457
YKL068W-A_mRNA	237	188	27	20.1098
YKR062W_mRNA	987	938	109	16.2714
YNL126W_mRNA	2541	2492	42	2.35995
YKL091C_mRNA	933	884	105	16.6318
YOL013W-B_mRNA	291	242	0	0
YKR073C_mRNA	321	272	2	1.02959
YJR039W_mRNA	3366	3317	145.652	6.14856
Q0142_mRNA	177	128	0	0
YGR194C_mRNA	1803	1754	77	6.14699
YML075C_mRNA	3165	3116	449	20.1767
YHR064C_mRNA	1617	1568	226.85	20.2579
YMR075W_mRNA	2055	2006	99.325	6.93312
YKR087C_mRNA	1038	989	60	8.49486
YBR150C_mRNA	3285	3236	120.679	5.22187
YER147C-A_mRNA	411	362	27.5669	10.663
YOR343C_mRNA	327	278	1	0.503682
YDR042C_mRNA	603	554	23	5.81325
YGL026C_mRNA	2124	2075	169	11.4043
YNL210W_mRNA	813	764	0	0
YNR041C_mRNA	1119	1070	56.7247	7.42318
YML129C_mRNA	213	164	50	42.6901
YGL213C_mRNA	1194	1145	57.0612	6.97809
YHL041W_mRNA	450	401	1	0.349186
YLR110C_mRNA	402	353	6597	2616.81
YOR093C_mRNA	4947	4898	133	3.80219
Q0275_mRNA	810	761	2144	394.495
YGL248W_mRNA	1110	1061	140	18.4762
YNL193W_mRNA	1677	1628	114	9.80509
YNL301C_mRNA	561	512	63.8462	17.4609
YDL160C_mRNA	1521	1472	212	20.1664
YGL075C_mRNA	1164	1115	34	4.26978
YPL014W_mRNA	1146	1097	90	11.4878
YHR143W_mRNA	978	929	111	16.7305
YGL256W_mRNA	1149	1100	52	6.6193
YDR425W_mRNA	1878	1829	100.986	7.73121
YOR381W-A_mRNA	168	119	0	0
YBR298C_mRNA	1845	1796	139	10.837
YEL036C_mRNA	1503	1454	66	6.35595
YBR143C_mRNA	1314	1265	196	21.6954
YML073C_mRNA	531	482	272.701	79.2211
YMR149W_mRNA	861	812	137	23.6247
YNL263C_mRNA	945	896	61	9.53285
YAL037C-A_mRNA	93	44.0003	2	6.36466
YIL139C_mRNA	738	689	28	5.69036
YLR072W_mRNA	2082	2033	71	4.89015
YOL065C_mRNA	1155	1106	51	6.45678
