target_id	length	eff_length	est_counts	tpm
YLR279W_mRNA	390	341	19.9436	4.80478
YHR219C-A_mRNA	483	434	0	0
YER056C-A_mRNA	366	317	146.557	37.9816
YMR180C_mRNA	963	914	51	4.58405
YNL097C_mRNA	993	944	65.4146	5.69283
YDR508C_mRNA	1992	1943	9	0.380535
YHR045W_mRNA	1683	1634	26	1.30721
YML020W_mRNA	1995	1946	41	1.73088
YGR251W_mRNA	591	542	50	7.57872
YPL197C_mRNA	414	365	93.4172	21.0261
YBR031W_mRNA	1089	1040	270.156	21.3406
YDR462W_mRNA	444	395	40	8.31933
YPR139C_mRNA	903	854	33	3.17454
YPR169W_mRNA	1479	1430	205	11.7772
YPL257W_mRNA	582	533	0	0
YOL088C_mRNA	834	785	41	4.29081
YLR075W_mRNA	666	617	496.589	66.1206
YML088W_mRNA	2007	1958	112	4.69927
YIL010W_mRNA	648	599	20	2.74302
YBL108C-A_mRNA	129	80	4.63433	4.75907
YDR175C_mRNA	960	911	44	3.96789
YLR052W_mRNA	753	704	14	1.63373
YKR004C_mRNA	1134	1085	13	0.984326
YNL137C_mRNA	1461	1412	163	9.48371
YNL331C_mRNA	1131	1082	17	1.29076
YFL026W_mRNA	1296	1247	20	1.31762
YBR116C_mRNA	528	479	282.061	48.3763
YJR129C_mRNA	1020	971	8	0.676856
YKR092C_mRNA	1221	1172	32	2.2431
YDR186C_mRNA	2634	2585	333	10.583
YML077W_mRNA	480	431	14	2.66856
YEL067C_mRNA	588	539	2.14742	0.327306
YJL139C_mRNA	1287	1238	16	1.06176
YKL002W_mRNA	699	650	306	38.6753
YGR162W_mRNA	2859	2810	78	2.28041
YLR159C-A_mRNA	132	83	8064	7981.75
YDR150W_mRNA	8247	8198	875.416	8.77267
YEL054C_mRNA	498	449	100.921	18.4655
YOR392W_mRNA	444	395	19	3.95168
YPL009C_mRNA	3117	3068	475.686	12.7377
YLR025W_mRNA	723	674	231	28.1564
YDR243C_mRNA	1767	1718	30	1.43458
YGR005C_mRNA	1203	1154	96	6.83425
YOR160W_mRNA	2919	2870	51	1.45987
YLR049C_mRNA	1287	1238	66	4.37974
YLR308W_mRNA	939	890	5	0.461536
YOR084W_mRNA	1164	1115	31	2.28408
YNL030W_mRNA	312	263	549.363	171.605
YHR084W_mRNA	2067	2018	20	0.814206
YLR032W_mRNA	3510	3461	46	1.0919
YOR039W_mRNA	777	728	88	9.93063
YBR241C_mRNA	1467	1418	74	4.28727
YEL047C_mRNA	1413	1364	30	1.80689
YML125C_mRNA	939	890	161	14.8615
YOR264W_mRNA	1293	1244	77.3902	5.11082
YPL183C_mRNA	3042	2993	22	0.603867
YNL297C_mRNA	4911	4862	113.58	1.91917
YPR065W_mRNA	1107	1058	241	18.7136
YNL102W_mRNA	4407	4358	106	1.99822
YPR099C_mRNA	357	308	22.7624	6.07146
YCR107W_mRNA	1092	1043	0	0
YMR318C_mRNA	1083	1034	39	3.09863
YPR032W_mRNA	3102	3053	66	1.776
YOR281C_mRNA	861	812	48.7587	4.93311
YMR115W_mRNA	1506	1457	68	3.8342
YFR027W_mRNA	846	797	6	0.61847
YMR266W_mRNA	2862	2813	198	5.78257
YDL182W_mRNA	1287	1238	124.643	8.27131
YER146W_mRNA	282	233	43.0416	15.176
YLR251W_mRNA	594	545	23.543	3.54888
YBR182C_mRNA	1359	1310	21	1.31696
YDR362C_mRNA	2019	1970	64	2.66894
YNR026C_mRNA	1416	1367	10	0.600976
YBR134W_mRNA	402	353	4	0.930916
YHR126C_mRNA	480	431	1	0.190611
YPR194C_mRNA	2634	2585	314	9.97917
YGL160W_mRNA	1713	1664	36	1.77736
YAL003W_mRNA	621	572	147	21.1128
YPL084W_mRNA	2535	2486	49	1.61927
YNL152W_mRNA	1230	1181	25	1.73906
YCL002C_mRNA	792	743	20	2.2114
YIL117C_mRNA	957	908	6	0.542864
YBL037W_mRNA	3078	3029	24	0.650935
YNL140C_mRNA	570	521	19.6025	3.091
YDR232W_mRNA	1647	1598	373	19.176
YJL062W-A_mRNA	258	209	103	40.4871
YBR019C_mRNA	2100	2051	10	0.400553
YBR022W_mRNA	534	485	21	3.55716
YDR158W_mRNA	1098	1049	255	19.9706
YOR230W_mRNA	1314	1265	179	11.6249
YNL099C_mRNA	717	668	55	6.76412
YKL173W_mRNA	3027	2978	28	0.772429
YER159C_mRNA	429	380	143.778	31.0837
YML057W_mRNA	1815	1766	163.232	7.59345
YML055W_mRNA	537	488	66	11.1109
YDR439W_mRNA	1044	995	5	0.412831
YBR121C-A_mRNA	159	110	0	0
YJL110C_mRNA	1656	1607	23	1.17581
YNL182C_mRNA	1668	1619	11	0.558176
YJR088C_mRNA	879	830	14.4004	1.42535
YMR105C_mRNA	1710	1661	882	43.6239
YOR144C_mRNA	2376	2327	15	0.529566
YPR101W_mRNA	528	479	8	1.37208
YPL179W_mRNA	1650	1601	139	7.13262
YCL024W_mRNA	3114	3065	76	2.03708
YNL180C_mRNA	996	947	437	37.9103
YLR321C_mRNA	1281	1232	30.8627	2.05801
YPL224C_mRNA	1455	1406	25	1.46076
YOL081W_mRNA	9240	9191	891	7.96417
YNR001C_mRNA	1440	1391	1449	85.5789
YOL052C_mRNA	1191	1142	14	1.00713
YOR285W_mRNA	420	371	939	207.93
YIL050W_mRNA	858	809	28	2.84338
YMR268C_mRNA	1335	1286	22	1.40542
YDL206W_mRNA	2289	2240	57	2.09051
YLR327C_mRNA	261	212	2697	1045.13
YBR119W_mRNA	897	848	50	4.84395
YDR125C_mRNA	1362	1313	31	1.93965
YFR052W_mRNA	825	776	296	31.3369
YLR154C-H_mRNA	132	83	8064	7981.75
YGL211W_mRNA	1080	1031	30	2.3905
YIL107C_mRNA	2484	2435	545	18.3875
YJL213W_mRNA	996	947	6	0.520507
YML133W-B_mRNA	483	434	0	0
YPR204W_mRNA	3099	3050	167.92	4.52302
YBL022C_mRNA	3402	3353	456	11.1727
YIL150C_mRNA	1716	1667	23	1.13349
YPR103W_mRNA	864	815	643	64.8155
YGR141W_mRNA	1404	1355	33	2.00078
YIL165C_mRNA	360	311	55	14.5287
YDR338C_mRNA	2088	2039	36	1.45048
YKL061W_mRNA	342	293	31	8.692
YOR058C_mRNA	2658	2609	91	2.86545
YPR155C_mRNA	1851	1802	32	1.45888
YDR526C_mRNA	471	422	28.0541	5.46148
YJR046W_mRNA	1815	1766	50	2.32597
YER084W_mRNA	387	338	5	1.21529
YOR270C_mRNA	2523	2474	355	11.7884
YHR125W_mRNA	306	257	1	0.319663
YGL239C_mRNA	315	266	5.77515	1.78364
YDR533C_mRNA	714	665	1044	128.975
YOL154W_mRNA	750	701	10	1.17195
YOR115C_mRNA	807	758	30	3.25145
YDR272W_mRNA	825	776	226	23.9261
YLR247C_mRNA	4671	4622	427	7.58968
YER183C_mRNA	636	587	15	2.09932
YKL139W_mRNA	1587	1538	31	1.65589
YOL003C_mRNA	1137	1088	19	1.43466
YNL091W_mRNA	3723	3674	467	10.4425
YGL097W_mRNA	1449	1400	30	1.76043
YGR030C_mRNA	477	428	39	7.48594
YNL157W_mRNA	507	458	296	53.0948
YDR197W_mRNA	1170	1121	79	5.78958
YEL009C-A_mRNA	408	359	15.2205	3.48305
YNL315C_mRNA	957	908	73	6.60484
YDR512C_mRNA	564	515	114	18.1854
YOR258W_mRNA	654	605	23	3.12319
YPL250W-A_mRNA	288	239	0	0
YDR489W_mRNA	885	836	13	1.2775
YEL059C-A_mRNA	225	176	36	16.8041
YOL103W_mRNA	1830	1781	49	2.26026
YLR167W_mRNA	459	410	927	185.747
YLR220W_mRNA	969	920	85	7.59026
YLR455W_mRNA	915	866	129	12.2376
YJL020C_mRNA	3474	3425	858.38	20.5894
YLR282C_mRNA	342	293	0	0
YKL180W_mRNA	555	506	238.638	38.7449
YOR215C_mRNA	558	509	605	97.6479
YDR299W_mRNA	1605	1556	78	4.11823
YKL004W_mRNA	1206	1157	75	5.32541
YDL015C_mRNA	933	884	64	5.94776
YDR304C_mRNA	678	629	167	21.8118
YNL221C_mRNA	2628	2579	42	1.3379
YHR206W_mRNA	1869	1820	33	1.48959
YML090W_mRNA	387	338	483.826	117.597
YDR271C_mRNA	372	323	15.2472	3.87806
YOL095C_mRNA	2121	2072	12	0.475792
YPL244C_mRNA	1020	971	23	1.94596
YAL053W_mRNA	2352	2303	67	2.39005
YDL181W_mRNA	258	209	507	199.291
YGR224W_mRNA	1842	1793	13	0.595646
YHR097C_mRNA	1101	1052	262	20.4603
YLR094C_mRNA	1509	1460	72	4.0514
YPR141C_mRNA	2190	2141	108	4.14412
YGR142W_mRNA	1233	1184	6277	435.538
YML101C_mRNA	354	305	52	14.0065
YFL064C_mRNA	525	476	0	0
YOL063C_mRNA	2874	2825	44	1.27956
YNR052C_mRNA	1302	1253	36.2895	2.37933
YCR060W_mRNA	336	287	8	2.28999
YGR186W_mRNA	2208	2159	674	25.6468
YNL061W_mRNA	1857	1808	76	3.45335
YOL079W_mRNA	399	350	0	0
YDR367W_mRNA	666	617	56	7.45638
YER172C_mRNA	6492	6443	130	1.6576
YHR005C-A_mRNA	282	233	297	104.719
YCR071C_mRNA	441	392	64	13.4128
YOR389W_mRNA	1875	1826	15.0647	0.677776
Q0065_mRNA	1671	1622	0	0
YGR181W_mRNA	318	269	32.099	9.80313
YLR272C_mRNA	3531	3482	27	0.637031
YKL143W_mRNA	1392	1343	39	2.38569
YNL284C_mRNA	969	920	115	10.2692
YLR264C-A_mRNA	117	68	71	85.7778
YDR085C_mRNA	1863	1814	529	23.9576
YIL045W_mRNA	1617	1568	357	18.7046
YMR012W_mRNA	3834	3785	559	12.1331
YJL187C_mRNA	2460	2411	27	0.920009
YCR007C_mRNA	720	671	12	1.46921
YOR231W_mRNA	1527	1478	29	1.61194
YHR193C-A_mRNA	375	326	0	0
YJR131W_mRNA	1650	1601	20	1.02628
YDL097C_mRNA	1305	1256	300	19.6226
YHR007C_mRNA	1593	1544	141	7.50235
YHR214C-D_mRNA	294	245	2.5	0.8383
YIL126W_mRNA	4080	4031	340	6.92933
YGL081W_mRNA	963	914	15	1.34825
YMR202W_mRNA	669	620	38	5.03521
YOR021C_mRNA	642	593	41	5.68008
YGR082W_mRNA	552	503	50	8.16634
YOR139C_mRNA	393	344	7.78723	1.85973
YPR156C_mRNA	1869	1820	130.959	5.91137
YMR083W_mRNA	1128	1079	257	19.5676
YAL031W-A_mRNA	309	260	22.0705	6.97372
YPL240C_mRNA	2130	2081	15478.2	611.046
YNR040W_mRNA	771	722	16	1.82057
YPR188C_mRNA	492	443	42	7.78881
YFL015C_mRNA	495	446	30	5.52601
YHR212W-A_mRNA	204	155	0	0
YGL028C_mRNA	1629	1580	45	2.33981
YDL139C_mRNA	672	623	38	5.01096
YJL133W_mRNA	945	896	30	2.75067
YKL062W_mRNA	1893	1844	261	11.628
YFL011W_mRNA	1641	1592	4	0.206416
YPL111W_mRNA	1002	953	231	19.9134
YHR184W_mRNA	1716	1667	5	0.246411
YOR120W_mRNA	939	890	170.018	15.6939
YPR119W_mRNA	1476	1427	18	1.03627
YNL246W_mRNA	795	746	31	3.41388
YFR017C_mRNA	588	539	552	84.1348
YLR338W_mRNA	858	809	1.27893	0.129874
YCL012C_mRNA	405	356	96	22.1537
YJL086C_mRNA	369	320	1	0.256729
YBR243C_mRNA	1347	1298	25	1.58231
YGL021W_mRNA	2283	2234	20	0.735482
YDR200C_mRNA	1815	1766	100.188	4.66067
YBR234C_mRNA	1155	1106	128	9.5078
YJR053W_mRNA	1725	1676	16	0.78428
YDR191W_mRNA	1113	1064	12	0.926542
YDR451C_mRNA	1062	1013	31	2.51407
YGL110C_mRNA	1875	1826	87	3.91421
YJR044C_mRNA	423	374	36	7.90781
YGR167W_mRNA	702	653	183	23.0231
YGL017W_mRNA	1512	1463	24	1.3477
YLR181C_mRNA	993	944	29	2.52378
YBR179C_mRNA	2568	2519	195	6.35963
YBR247C_mRNA	1452	1403	14	0.819777
YOL038W_mRNA	765	716	446	51.1737
YOR023C_mRNA	1701	1652	183	9.10052
YJR100C_mRNA	984	935	47	4.12963
YOL124C_mRNA	1302	1253	13	0.852349
YOR212W_mRNA	1272	1223	18	1.20913
YDR469W_mRNA	528	479	31	5.31682
YMR017W_mRNA	1194	1145	9	0.645747
YDR470C_mRNA	1509	1460	48	2.70093
YIL158W_mRNA	615	566	17	2.4675
YBR124W_mRNA	360	311	1.83059	0.483567
YLR458W_mRNA	381	332	0	0
YML085C_mRNA	1344	1295	79	5.01167
YOL013W-A_mRNA	192	143	8	4.59599
YPL192C_mRNA	402	353	15	3.49094
YNL097W-A_mRNA	156	107	23.5854	18.1086
YBL086C_mRNA	1401	1352	224	13.6112
YDR105C_mRNA	1422	1373	104	6.22283
YGR156W_mRNA	1278	1229	31	2.07222
YDR483W_mRNA	1329	1280	178	11.4245
YKL172W_mRNA	1284	1235	168	11.1755
YML013W_mRNA	1755	1706	45.8402	2.20746
YOL120C_mRNA	561	512	215.793	34.6253
YER092W_mRNA	378	329	72	17.9789
YGR291C_mRNA	222	173	0	0
YOR181W_mRNA	1902	1853	52	2.30544
YDL123W_mRNA	423	374	16	3.51458
YGR197C_mRNA	1644	1595	75	3.86301
YBL065W_mRNA	345	296	7.74873	2.15062
YIR018W_mRNA	738	689	23	2.74242
YPL059W_mRNA	453	404	38	7.7273
YPL218W_mRNA	573	524	190	29.7884
YBR227C_mRNA	1563	1514	62	3.36427
YJR012C_mRNA	624	575	15	2.14313
YDL199C_mRNA	2064	2015	47	1.91623
YIR039C_mRNA	1614	1565	113.445	5.9552
YMR224C_mRNA	2079	2030	18	0.728454
YGR041W_mRNA	1644	1595	40	2.06027
YKR014C_mRNA	705	656	136	17.0318
YGL079W_mRNA	657	608	10	1.35121
YLR180W_mRNA	1149	1100	46.7693	3.49296
YAL019W_mRNA	3396	3347	54	1.32545
YNL121C_mRNA	1854	1805	740	33.6806
YBR218C_mRNA	3543	3494	449.818	10.5764
YLR250W_mRNA	705	656	63	7.88973
YCR081C-A_mRNA	237	188	1.44255	0.630374
YKL149C_mRNA	1218	1169	17	1.1947
YBR244W_mRNA	489	440	6	1.12027
YFL018C_mRNA	1500	1451	706	39.9726
YLR222C-A_mRNA	231	182	13	5.8681
YOR333C_mRNA	417	368	0	0
YAL024C_mRNA	4308	4259	24	0.462945
Q0080_mRNA	147	98	11	9.2213
YGL107C_mRNA	1941	1892	71	3.08292
YMR059W_mRNA	387	338	4	0.972229
YDR505C_mRNA	2526	2477	202	6.69963
YDL045W-A_mRNA	288	239	88	30.2489
YGL168W_mRNA	333	284	121.98	35.2855
YMR072W_mRNA	552	503	336	54.8778
YDL045C_mRNA	921	872	27	2.54374
YPL264C_mRNA	1062	1013	31	2.51407
YBR160W_mRNA	897	848	12	1.16255
YMR304W_mRNA	3693	3644	301	6.78599
YML087C_mRNA	939	890	372	34.3383
YMR195W_mRNA	384	335	313	76.7582
YIL082W_mRNA	873	824	0	0
YOR335C_mRNA	2877	2828	118.34	3.43778
YDR361C_mRNA	852	803	108	11.0493
YIL056W_mRNA	1923	1874	416	18.2368
YEL008C-A_mRNA	93	44.0003	0	0
YBL080C_mRNA	1626	1577	20	1.04189
YIL161W_mRNA	708	659	77	9.5991
YBR083W_mRNA	1461	1412	44	2.56002
YBR294W_mRNA	2580	2531	57	1.85015
YJR067C_mRNA	426	377	19	4.14036
YEL032W_mRNA	2916	2867	43.7233	1.25288
YKR099W_mRNA	2436	2387	63	2.16827
YFL032W_mRNA	321	272	79	23.8607
YKL110C_mRNA	942	893	79	7.26777
YPL198W_mRNA	735	686	33.0018	3.9522
YNL043C_mRNA	321	272	15.2864	4.61702
YNR055C_mRNA	1761	1712	66	3.16713
YJR146W_mRNA	354	305	0	0
YPL006W_mRNA	3513	3464	83	1.96846
YHR132C_mRNA	1293	1244	88	5.81149
YPR161C_mRNA	1974	1925	61	2.6033
YKL094W_mRNA	942	893	198	18.2154
YJR140W-A_mRNA	150	101	0	0
YPL145C_mRNA	1305	1256	136	8.89559
YMR240C_mRNA	1311	1262	48	3.12469
YKR094C_mRNA	387	338	219.18	53.2734
YDR406W-A_mRNA	246	197	46	19.183
YLR424W_mRNA	2127	2078	21	0.830231
YGL228W_mRNA	1734	1685	190	9.26358
YNL039W_mRNA	1785	1736	267	12.6353
YMR308C_mRNA	3270	3221	58	1.47932
YIL119C_mRNA	1224	1175	448	31.3232
YGR183C_mRNA	201	152	461	249.163
YOL046C_mRNA	675	626	2.59385	0.340405
YGL050W_mRNA	822	773	30	3.18836
YBR091C_mRNA	330	281	39	11.4021
YDR199W_mRNA	366	317	195.812	50.7466
YGR273C_mRNA	525	476	2	0.345182
YIL016W_mRNA	480	431	52	9.91178
YML001W_mRNA	627	578	109	15.4926
YDR266C_mRNA	1920	1871	41	1.80026
YPL092W_mRNA	1377	1328	561	34.7049
YGR086C_mRNA	1020	971	803	67.9394
YGR228W_mRNA	345	296	173.475	48.1473
YJR130C_mRNA	1920	1871	70	3.07362
YKR058W_mRNA	1851	1802	368	16.7772
YEL010W_mRNA	351	302	7.77951	2.11627
YKL183C-A_mRNA	213	164	1	0.500935
YLR253W_mRNA	1710	1661	57	2.81923
YDL242W_mRNA	354	305	0	0
YDR002W_mRNA	606	557	506	74.6313
YGL145W_mRNA	2106	2057	39	1.5576
YDR214W_mRNA	1053	1004	256	20.9475
YBR284W_mRNA	2394	2345	114	3.99381
YEL040W_mRNA	1404	1355	22	1.33386
YDR130C_mRNA	876	827	13	1.29141
YNR036C_mRNA	462	413	239	47.5415
YEL059W_mRNA	309	260	3	0.947924
YOL029C_mRNA	606	557	26	3.83481
Q0160_mRNA	708	659	0	0
YDL176W_mRNA	2127	2078	30	1.18604
YIL144W_mRNA	2076	2027	122	4.9446
YGR098C_mRNA	4893	4844	48	0.814071
YOL155W-A_mRNA	135	86	0	0
YPR181C_mRNA	2307	2258	138	5.02089
YGR074W_mRNA	441	392	8.7612	1.83613
YBR158W_mRNA	1650	1601	42	2.15518
YDR358W_mRNA	1674	1625	232	11.729
YDR544C_mRNA	429	380	8.37874	1.81142
YLR390W-A_mRNA	717	668	252	30.992
YGL098W_mRNA	738	689	27	3.21936
YDR460W_mRNA	966	917	62	5.55454
YNL304W_mRNA	1254	1205	20	1.36354
YOR072W_mRNA	315	266	0	0
YOL161C_mRNA	363	314	3.68463	0.964029
YBR111W-A_mRNA	291	242	16	5.43163
YJR069C_mRNA	594	545	16	2.41184
YER105C_mRNA	4176	4127	101	2.01054
YHR182C-A_mRNA	474	425	3.82944	0.740238
YML114C_mRNA	1533	1484	56	3.10013
YBL071C_mRNA	309	260	15	4.73962
YJR120W_mRNA	351	302	169	45.9732
YIL026C_mRNA	3453	3404	87	2.09969
YJL186W_mRNA	1761	1712	46	2.20739
Q0070_mRNA	1893	1844	0	0
YJL008C_mRNA	1707	1658	51.4417	2.54892
YNL119W_mRNA	1482	1433	17	0.974604
YDR034W-B_mRNA	156	107	12	9.21346
YCR036W_mRNA	1002	953	40	3.4482
YNL034W_mRNA	1839	1790	9	0.413062
YHR025W_mRNA	1074	1025	62	4.96928
YJL061W_mRNA	2142	2093	43	1.68781
YMR319C_mRNA	1659	1610	21	1.07157
YOL122C_mRNA	1728	1679	62	3.03366
YLR233C_mRNA	2100	2051	19	0.76105
YDL028C_mRNA	2295	2246	107	3.91381
YNL187W_mRNA	1074	1025	7	0.561047
YEL053C_mRNA	2202	2153	37	1.41183
YCR063W_mRNA	474	425	0	0
YOR252W_mRNA	537	488	37	6.22884
YAL034W-A_mRNA	870	821	5.35285	0.535633
YEL046C_mRNA	1164	1115	33	2.43145
YOR157C_mRNA	786	737	251	27.979
YNL310C_mRNA	525	476	40	6.90364
YGL096W_mRNA	831	782	298	31.3065
YGR240C-A_mRNA	201	152	12	6.48579
YCL042W_mRNA	360	311	30.9603	8.17844
YBR126W-B_mRNA	144	95	88.8575	76.8415
YDR061W_mRNA	1620	1571	60	3.13762
YER137C_mRNA	447	398	15	3.09623
YDR060W_mRNA	3078	3029	153	4.14971
YJR085C_mRNA	318	269	403	123.077
YHR055C_mRNA	186	137	252.441	151.378
YLR347W-A_mRNA	141	92	0	0
YPR171W_mRNA	1731	1682	28	1.36759
YHR073W_mRNA	2991	2942	78.8585	2.20207
YPR122W_mRNA	3627	3578	25	0.574017
YGR172C_mRNA	747	698	18	2.11857
YJR040W_mRNA	2340	2291	36	1.29093
YBR229C_mRNA	2865	2816	86	2.50895
YDR169C-A_mRNA	150	101	0	0
YDR363W_mRNA	1371	1322	92	5.71718
YKR052C_mRNA	915	866	11	1.04352
YPL091W_mRNA	1452	1403	522	30.566
YKL157W_mRNA	2859	2810	158	4.6193
YPL137C_mRNA	3831	3782	182.43	3.96278
YDR422C_mRNA	2448	2399	68	2.32865
YOL107W_mRNA	1029	980	6	0.50298
YDR119W_mRNA	2307	2258	30	1.0915
YER013W_mRNA	3438	3389	100	2.42412
YHL015W-A_mRNA	84	35.0103	0	0
YLR117C_mRNA	2064	2015	52	2.12009
YJL189W_mRNA	156	107	356.076	273.391
YOR274W_mRNA	1287	1238	35	2.32259
YNL277W_mRNA	1461	1412	510.649	29.7107
YAL064W-B_mRNA	381	332	0	0
YDR097C_mRNA	3729	3680	43	0.959944
YIL163C_mRNA	354	305	7	1.88549
YAL018C_mRNA	978	929	3	0.265296
YBR042C_mRNA	1194	1145	16	1.14799
YKL068W-A_mRNA	237	188	76	33.2109
YKR062W_mRNA	987	938	42	3.67851
YNL126W_mRNA	2541	2492	23	0.758237
YKL091C_mRNA	933	884	139	12.9178
YOL013W-B_mRNA	291	242	1	0.339477
YKR073C_mRNA	321	272	2	0.604069
YJR039W_mRNA	3366	3317	114.23	2.82918
Q0142_mRNA	177	128	1	0.641823
YGR194C_mRNA	1803	1754	116	5.43318
YML075C_mRNA	3165	3116	49	1.29189
YHR064C_mRNA	1617	1568	62.3039	3.26433
YMR075W_mRNA	2055	2006	65.6814	2.68991
YKR087C_mRNA	1038	989	25	2.07668
YBR150C_mRNA	3285	3236	62.1128	1.57688
YER147C-A_mRNA	411	362	16.4767	3.73928
YOR343C_mRNA	327	278	4	1.18206
YDR042C_mRNA	603	554	17	2.52095
YGL026C_mRNA	2124	2075	201	7.95799
YNL210W_mRNA	813	764	2	0.215061
YNR041C_mRNA	1119	1070	31	2.38014
YML129C_mRNA	213	164	235	117.72
YGL213C_mRNA	1194	1145	21.7874	1.56324
YHL041W_mRNA	450	401	1	0.204871
YLR110C_mRNA	402	353	5517	1283.97
YOR093C_mRNA	4947	4898	22	0.369002
Q0275_mRNA	810	761	605	65.3125
YGL248W_mRNA	1110	1061	106	8.20759
YNL193W_mRNA	1677	1628	167	8.42728
YNL301C_mRNA	561	512	82.2069	13.1906
YDL160C_mRNA	1521	1472	256	14.2875
YGL075C_mRNA	1164	1115	33	2.43145
YPL014W_mRNA	1146	1097	79	5.91624
YHR143W_mRNA	978	929	186	16.4484
YGL256W_mRNA	1149	1100	18	1.34433
YDR425W_mRNA	1878	1829	34.1413	1.53353
YOR381W-A_mRNA	168	119	0	0
YBR298C_mRNA	1845	1796	364	16.6502
YEL036C_mRNA	1503	1454	63.7121	3.59984
YBR143C_mRNA	1314	1265	84	5.45524
YML073C_mRNA	531	482	254	43.2924
YMR149W_mRNA	861	812	79	7.99275
YNL263C_mRNA	945	896	32	2.93405
YAL037C-A_mRNA	93	44.0003	1	1.86711
YIL139C_mRNA	738	689	14	1.6693
YLR072W_mRNA	2082	2033	48	1.93968
YOL065C_mRNA	1155	1106	14	1.03992
YNL059C_mRNA	2268	2219	193	7.14538
YOR092W_mRNA	1842	1793	244	11.1798
