target_id	length	eff_length	est_counts	tpm
YIL156W-B_mRNA	222	173	54	32.3218
YHR094C_mRNA	1713	1664	37.5877	2.33906
YOL085C_mRNA	342	293	1.29963	0.459302
YFL031C-A_mRNA	102	53	10	19.5376
YHL031C_mRNA	672	623	78.7291	13.0856
YOR385W_mRNA	873	824	0	0
YGL087C_mRNA	414	365	65	18.4403
YMR244C-A_mRNA	315	266	55.0151	21.4165
YNL306W_mRNA	654	605	174	29.7812
YOR214C_mRNA	711	662	11	1.72061
YAL037W_mRNA	804	755	7	0.960061
YLR217W_mRNA	324	275	7.94088	2.99009
YLL056C_mRNA	897	848	87	10.6236
YOL119C_mRNA	1506	1457	69	4.90385
YJL204C_mRNA	2523	2474	28	1.17194
YAL016W_mRNA	1908	1859	143.153	7.97387
YIL146C_mRNA	1590	1541	59	3.96458
YCL011C_mRNA	1284	1235	74	6.20458
YLR128W_mRNA	810	761	8	1.08856
YKL131W_mRNA	522	473	7.19059	1.57417
YDR018C_mRNA	1191	1142	18	1.63213
YOR019W_mRNA	2193	2144	122	5.89227
YNL288W_mRNA	1122	1073	43	4.1497
YCL040W_mRNA	1503	1454	382.538	27.2432
YER158W-A_mRNA	216	167	44.9691	27.8834
YNL191W_mRNA	1074	1025	99	10.0014
YBR115C_mRNA	4179	4130	130	3.25943
YGL156W_mRNA	3252	3203	290	9.37538
YNL150W_mRNA	408	359	112.765	32.5257
YCR052W_mRNA	1452	1403	10	0.738057
YGL015C_mRNA	393	344	0	0
YOR206W_mRNA	2133	2084	137	6.80723
YMR091C_mRNA	1308	1259	94	7.73125
YMR173W-A_mRNA	1185	1136	639.187	58.2636
YJR105W_mRNA	1023	974	93	9.88716
YHL002W_mRNA	1359	1310	189.197	14.9552
YCR100C_mRNA	951	902	2	0.2296
YOR345C_mRNA	351	302	0	0
YPL217C_mRNA	3552	3503	187	5.52776
YOR341W_mRNA	4995	4946	85	1.77956
YDL189W_mRNA	1374	1325	25	1.95376
YLR279W_mRNA	390	341	7.74515	2.35192
YHR219C-A_mRNA	483	434	0	0
YER056C-A_mRNA	366	317	137.3	44.8496
YMR180C_mRNA	963	914	54	6.1178
YNL097C_mRNA	993	944	48.497	5.31974
YDR508C_mRNA	1992	1943	11	0.586229
YHR045W_mRNA	1683	1634	30	1.90115
YML020W_mRNA	1995	1946	47	2.50094
YGR251W_mRNA	591	542	47	8.97938
YPL197C_mRNA	414	365	75.5524	21.434
YBR031W_mRNA	1089	1040	268.762	26.7598
YDR462W_mRNA	444	395	42	11.0103
YPR139C_mRNA	903	854	28	3.39506
YPR169W_mRNA	1479	1430	191	13.8307
YPL257W_mRNA	582	533	0	0
YOL088C_mRNA	834	785	33	4.35303
YLR075W_mRNA	666	617	618.133	103.74
YML088W_mRNA	2007	1958	76	4.01928
YIL010W_mRNA	648	599	12	2.07445
YBL108C-A_mRNA	129	80	6.6513	8.60923
YDR175C_mRNA	960	911	40	4.54663
YLR052W_mRNA	753	704	20	2.94175
YKR004C_mRNA	1134	1085	28	2.67224
YNL137C_mRNA	1461	1412	147	10.7803
YNL331C_mRNA	1131	1082	8	0.765615
YFL026W_mRNA	1296	1247	14	1.16254
YBR116C_mRNA	528	479	214.507	46.3718
YJR129C_mRNA	1020	971	12	1.2797
YKR092C_mRNA	1221	1172	27	2.38552
YDR186C_mRNA	2634	2585	311	12.458
YML077W_mRNA	480	431	13	3.1233
YEL067C_mRNA	588	539	4.4225	0.849623
YJL139C_mRNA	1287	1238	14	1.171
YKL002W_mRNA	699	650	321	51.1375
YGR162W_mRNA	2859	2810	114	4.20094
YLR159C-A_mRNA	132	83	4673	5829.96
YDR150W_mRNA	8247	8198	811.177	10.246
YEL054C_mRNA	498	449	91.483	21.098
YOR392W_mRNA	444	395	20	5.24301
YPL009C_mRNA	3117	3068	405.537	13.6875
YLR025W_mRNA	723	674	196	30.1123
YDR243C_mRNA	1767	1718	27	1.62738
YGR005C_mRNA	1203	1154	101	9.06282
YOR160W_mRNA	2919	2870	30	1.0824
YLR049C_mRNA	1287	1238	55	4.60034
YLR308W_mRNA	939	890	1	0.116348
YOR084W_mRNA	1164	1115	26	2.41461
YNL030W_mRNA	312	263	620.531	244.318
YHR084W_mRNA	2067	2018	18	0.923632
YLR032W_mRNA	3510	3461	56	1.67546
YOR039W_mRNA	777	728	59	8.39206
YBR241C_mRNA	1467	1418	63	4.60057
YEL047C_mRNA	1413	1364	30	2.27748
YML125C_mRNA	939	890	120	13.9617
YOR264W_mRNA	1293	1244	57.1968	4.76101
YPL183C_mRNA	3042	2993	21	0.726541
YNL297C_mRNA	4911	4862	108.532	2.31148
YPR065W_mRNA	1107	1058	200	19.5746
YNL102W_mRNA	4407	4358	74	1.7583
YPR099C_mRNA	357	308	36.8338	12.3835
YCR107W_mRNA	1092	1043	0	0
YMR318C_mRNA	1083	1034	41	4.10593
YPR032W_mRNA	3102	3053	54	1.83153
YOR281C_mRNA	861	812	48.1707	6.14292
YMR115W_mRNA	1506	1457	95	6.75168
YFR027W_mRNA	846	797	14	1.81894
YMR266W_mRNA	2862	2813	229	8.42973
YDL182W_mRNA	1287	1238	129.977	10.8716
YER146W_mRNA	282	233	41.3646	18.3832
YLR251W_mRNA	594	545	23.4197	4.44972
YBR182C_mRNA	1359	1310	23	1.81804
YDR362C_mRNA	2019	1970	49	2.5756
YNR026C_mRNA	1416	1367	17	1.28774
YBR134W_mRNA	402	353	5	1.46671
YHR126C_mRNA	480	431	3	0.720762
YPR194C_mRNA	2634	2585	361	14.4609
YGL160W_mRNA	1713	1664	36	2.24025
YAL003W_mRNA	621	572	118	21.3616
YPL084W_mRNA	2535	2486	41	1.70777
YNL152W_mRNA	1230	1181	31	2.71806
YCL002C_mRNA	792	743	17	2.36923
YIL117C_mRNA	957	908	9	1.02637
YBL037W_mRNA	3078	3029	19	0.649534
YNL140C_mRNA	570	521	26.5024	5.26738
YDR232W_mRNA	1647	1598	334	21.643
YJL062W-A_mRNA	258	209	91	45.0861
YBR019C_mRNA	2100	2051	15	0.757309
YBR022W_mRNA	534	485	18	3.84307
YDR158W_mRNA	1098	1049	251	24.7768
YOR230W_mRNA	1314	1265	162	13.2609
YNL099C_mRNA	717	668	50	7.75071
YKL173W_mRNA	3027	2978	29	1.00837
YER159C_mRNA	429	380	138.031	37.6132
YML057W_mRNA	1815	1766	173.907	10.1971
YML055W_mRNA	537	488	62	13.1559
YDR439W_mRNA	1044	995	15	1.56105
YBR121C-A_mRNA	159	110	0	0
YJL110C_mRNA	1656	1607	30	1.93309
YNL182C_mRNA	1668	1619	21	1.34314
YJR088C_mRNA	879	830	16.1799	2.01858
YMR105C_mRNA	1710	1661	729	45.447
YOR144C_mRNA	2376	2327	11	0.48949
YPR101W_mRNA	528	479	13	2.81032
YPL179W_mRNA	1650	1601	126	8.14942
YCL024W_mRNA	3114	3065	79	2.66897
YNL180C_mRNA	996	947	388	42.4257
YLR321C_mRNA	1281	1232	36.244	3.0463
YPL224C_mRNA	1455	1406	30	2.20945
YOL081W_mRNA	9240	9191	866	9.7567
YNR001C_mRNA	1440	1391	1319	98.1896
YOL052C_mRNA	1191	1142	23	2.0855
YOR285W_mRNA	420	371	788	219.938
YIL050W_mRNA	858	809	44	5.63186
YMR268C_mRNA	1335	1286	14	1.12729
YDL206W_mRNA	2289	2240	71	3.28215
YLR327C_mRNA	261	212	2233	1090.69
YBR119W_mRNA	897	848	51	6.22762
YDR125C_mRNA	1362	1313	26	2.05048
YFR052W_mRNA	825	776	236	31.4918
YLR154C-H_mRNA	132	83	4673	5829.96
YGL211W_mRNA	1080	1031	22	2.20959
YIL107C_mRNA	2484	2435	449	19.0939
YJL213W_mRNA	996	947	6	0.656068
YML133W-B_mRNA	483	434	0	0
YPR204W_mRNA	3099	3050	143.713	4.87916
YBL022C_mRNA	3402	3353	366	11.303
YIL150C_mRNA	1716	1667	26	1.61505
YPR103W_mRNA	864	815	531	67.466
YGR141W_mRNA	1404	1355	29	2.21619
YIL165C_mRNA	360	311	42	13.9842
YDR338C_mRNA	2088	2039	29	1.47275
YKL061W_mRNA	342	293	39	13.783
YOR058C_mRNA	2658	2609	124	4.92148
YPR155C_mRNA	1851	1802	28	1.60898
YDR526C_mRNA	471	422	41.8257	10.2631
YJR046W_mRNA	1815	1766	45	2.63858
YER084W_mRNA	387	338	6	1.83816
YOR270C_mRNA	2523	2474	368	15.4027
YHR125W_mRNA	306	257	1	0.402916
YGL239C_mRNA	315	266	4.09497	1.5941
YDR533C_mRNA	714	665	937	145.903
YOL154W_mRNA	750	701	6	0.8863
YOR115C_mRNA	807	758	27	3.68844
YDR272W_mRNA	825	776	228	30.4243
YLR247C_mRNA	4671	4622	423	9.47672
YER183C_mRNA	636	587	11	1.94045
YKL139W_mRNA	1587	1538	25	1.68318
YOL003C_mRNA	1137	1088	13	1.23726
YNL091W_mRNA	3723	3674	436	12.2884
YGL097W_mRNA	1449	1400	41	3.03252
YGR030C_mRNA	477	428	43	10.4033
YNL157W_mRNA	507	458	244	55.1661
YDR197W_mRNA	1170	1121	92	8.49826
YEL009C-A_mRNA	408	359	11.4142	3.2923
YNL315C_mRNA	957	908	62	7.07056
YDR512C_mRNA	564	515	119	23.927
YOR258W_mRNA	654	605	23	3.93659
YPL250W-A_mRNA	288	239	0	0
YDR489W_mRNA	885	836	12	1.48636
YEL059C-A_mRNA	225	176	40	23.534
YOL103W_mRNA	1830	1781	35	2.03494
YLR167W_mRNA	459	410	970.166	245.025
YLR220W_mRNA	969	920	76	8.55408
YLR455W_mRNA	915	866	133	15.9031
YJL020C_mRNA	3474	3425	761.466	23.0217
YLR282C_mRNA	342	293	0	0
YKL180W_mRNA	555	506	241.832	49.4893
YOR215C_mRNA	558	509	566	115.145
YDR299W_mRNA	1605	1556	59	3.92636
YKL004W_mRNA	1206	1157	68	6.08588
YDL015C_mRNA	933	884	61	7.14538
YDR304C_mRNA	678	629	155	25.517
YNL221C_mRNA	2628	2579	52	2.08785
YHR206W_mRNA	1869	1820	47	2.67408
YML090W_mRNA	387	338	466.94	143.052
YDR271C_mRNA	372	323	15.392	4.93448
YOL095C_mRNA	2121	2072	13	0.649683
YPL244C_mRNA	1020	971	24	2.55941
YAL053W_mRNA	2352	2303	79	3.55206
YDL181W_mRNA	258	209	399	197.685
YGR224W_mRNA	1842	1793	9	0.519769
YHR097C_mRNA	1101	1052	228	22.4423
YLR094C_mRNA	1509	1460	67	4.75193
YPR141C_mRNA	2190	2141	107	5.17505
YGR142W_mRNA	1233	1184	5315	464.836
YML101C_mRNA	354	305	43	14.5988
YFL064C_mRNA	525	476	0	0
YOL063C_mRNA	2874	2825	31	1.13629
YNR052C_mRNA	1302	1253	43	3.55357
YCR060W_mRNA	336	287	11	3.96879
YGR186W_mRNA	2208	2159	634	30.4078
YNL061W_mRNA	1857	1808	60	3.43638
YOL079W_mRNA	399	350	0	0
YDR367W_mRNA	666	617	57	9.56616
YER172C_mRNA	6492	6443	88	1.4143
YHR005C-A_mRNA	282	233	280	124.437
YCR071C_mRNA	441	392	37	9.7738
YOR389W_mRNA	1875	1826	18.355	1.04088
Q0065_mRNA	1671	1622	0	0
YGR181W_mRNA	318	269	25.1323	9.67447
YLR272C_mRNA	3531	3482	21	0.624508
YKL143W_mRNA	1392	1343	50	3.85515
YNL284C_mRNA	969	920	110	12.3809
YLR264C-A_mRNA	117	68	59	89.8444
YDR085C_mRNA	1863	1814	504	28.7701
YIL045W_mRNA	1617	1568	352	23.2458
YMR012W_mRNA	3834	3785	526	14.3902
YJL187C_mRNA	2460	2411	31	1.33141
YCR007C_mRNA	720	671	8	1.23457
YOR231W_mRNA	1527	1478	31	2.17188
YHR193C-A_mRNA	375	326	0	0
YJR131W_mRNA	1650	1601	17	1.09953
YDL097C_mRNA	1305	1256	277	22.8369
YHR007C_mRNA	1593	1544	143	9.59039
YHR214C-D_mRNA	294	245	0.5	0.211325
YIL126W_mRNA	4080	4031	330	8.47713
YGL081W_mRNA	963	914	9	1.01963
YMR202W_mRNA	669	620	26	4.3424
YOR021C_mRNA	642	593	29	5.06397
YGR082W_mRNA	552	503	67	13.7929
YOR139C_mRNA	393	344	6.19328	1.86428
YPR156C_mRNA	1869	1820	102.915	5.85537
YMR083W_mRNA	1128	1079	252	24.1839
YAL031W-A_mRNA	309	260	19.317	7.69333
YPL240C_mRNA	2130	2081	13082	650.953
YNR040W_mRNA	771	722	16	2.29472
YPR188C_mRNA	492	443	40	9.34984
YFL015C_mRNA	495	446	23	5.33999
YHR212W-A_mRNA	204	155	0	0
YGL028C_mRNA	1629	1580	53	3.47349
YDL139C_mRNA	672	623	33	5.48496
YJL133W_mRNA	945	896	25	2.88921
YKL062W_mRNA	1893	1844	226	12.691
YFL011W_mRNA	1641	1592	3	0.195131
YPL111W_mRNA	1002	953	190	20.6447
YHR184W_mRNA	1716	1667	10	0.621172
YOR120W_mRNA	939	890	151.964	17.6807
YPR119W_mRNA	1476	1427	14	1.0159
YNL246W_mRNA	795	746	35	4.85822
YFR017C_mRNA	588	539	429	82.4169
YLR338W_mRNA	858	809	1.29247	0.165431
YCL012C_mRNA	405	356	84	24.433
YJL086C_mRNA	369	320	0	0
YBR243C_mRNA	1347	1298	16	1.27642
YGL021W_mRNA	2283	2234	21	0.973383
YDR200C_mRNA	1815	1766	106.589	6.24982
YBR234C_mRNA	1155	1106	114	10.6733
YJR053W_mRNA	1725	1676	19	1.17389
YDR191W_mRNA	1113	1064	11	1.07053
YDR451C_mRNA	1062	1013	30	3.06662
YGL110C_mRNA	1875	1826	66	3.74275
YJR044C_mRNA	423	374	38	10.5211
YGR167W_mRNA	702	653	157	24.8963
YGL017W_mRNA	1512	1463	13	0.920125
YLR181C_mRNA	993	944	32	3.51015
YBR179C_mRNA	2568	2519	192	7.89261
YBR247C_mRNA	1452	1403	23	1.69753
YOL038W_mRNA	765	716	342	49.4608
YOR023C_mRNA	1701	1652	146	9.15146
YJR100C_mRNA	984	935	31	3.43319
YOL124C_mRNA	1302	1253	16	1.32226
YOR212W_mRNA	1272	1223	10	0.846684
YDR469W_mRNA	528	479	20	4.32357
YMR017W_mRNA	1194	1145	13	1.17567
YDR470C_mRNA	1509	1460	57	4.04268
YIL158W_mRNA	615	566	18	3.29309
YBR124W_mRNA	360	311	2.15114	0.716236
YLR458W_mRNA	381	332	0	0
YML085C_mRNA	1344	1295	74	5.91711
YOL013W-A_mRNA	192	143	11.5999	8.39971
YPL192C_mRNA	402	353	18	5.28014
YNL097W-A_mRNA	156	107	17.503	16.9385
YBL086C_mRNA	1401	1352	174	13.3266
YDR105C_mRNA	1422	1373	78	5.88263
YGR156W_mRNA	1278	1229	30	2.52765
YDR483W_mRNA	1329	1280	176	14.238
YKL172W_mRNA	1284	1235	162.499	13.6248
YML013W_mRNA	1755	1706	30.9906	1.88104
YOL120C_mRNA	561	512	222.102	44.919
YER092W_mRNA	378	329	68	21.4023
YGR291C_mRNA	222	173	1	0.598552
YOR181W_mRNA	1902	1853	42	2.34705
YDL123W_mRNA	423	374	16	4.42992
YGR197C_mRNA	1644	1595	61	3.9602
YBL065W_mRNA	345	296	0	0
YIR018W_mRNA	738	689	33	4.95955
YPL059W_mRNA	453	404	36	9.22718
YPL218W_mRNA	573	524	182	35.9656
YBR227C_mRNA	1563	1514	53	3.62491
YJR012C_mRNA	624	575	19	3.42163
YDL199C_mRNA	2064	2015	52	2.67224
YIR039C_mRNA	1614	1565	98.1148	6.49184
YMR224C_mRNA	2079	2030	22	1.12221
YGR041W_mRNA	1644	1595	40	2.59685
YKR014C_mRNA	705	656	111	17.5213
YGL079W_mRNA	657	608	10	1.70312
YLR180W_mRNA	1149	1100	35	3.29475
YAL019W_mRNA	3396	3347	55	1.70159
YNL121C_mRNA	1854	1805	732	41.9935
YBR218C_mRNA	3543	3494	362.344	10.7385
YLR250W_mRNA	705	656	67	10.5759
YCR081C-A_mRNA	237	188	0.117371	0.0646473
YKL149C_mRNA	1218	1169	12	1.06295
YBR244W_mRNA	489	440	5	1.1767
YFL018C_mRNA	1500	1451	638	45.5304
YLR222C-A_mRNA	231	182	8	4.55162
YOR333C_mRNA	417	368	1.36549	0.384227
YAL024C_mRNA	4308	4259	19	0.461949
Q0080_mRNA	147	98	9	9.50964
YGL107C_mRNA	1941	1892	50	2.73651
YMR059W_mRNA	387	338	6	1.83816
YDR505C_mRNA	2526	2477	177	7.39937
YDL045W-A_mRNA	288	239	81	35.0942
YGL168W_mRNA	333	284	116.279	42.3967
YMR072W_mRNA	552	503	300	61.7591
YDL045C_mRNA	921	872	22	2.61249
YPL264C_mRNA	1062	1013	24	2.45329
YBR160W_mRNA	897	848	28	3.41909
YMR304W_mRNA	3693	3644	285	8.09868
YML087C_mRNA	939	890	311	36.1841
YMR195W_mRNA	384	335	274	84.6942
YIL082W_mRNA	873	824	0	0
YOR335C_mRNA	2877	2828	125.42	4.59237
YDR361C_mRNA	852	803	107	13.798
YIL056W_mRNA	1923	1874	378	20.8867
YEL008C-A_mRNA	93	44.0003	0	0
YBL080C_mRNA	1626	1577	30	1.96987
YIL161W_mRNA	708	659	82	12.8848
YBR083W_mRNA	1461	1412	45	3.30009
YBR294W_mRNA	2580	2531	44	1.80015
YJR067C_mRNA	426	377	13	3.57067
YEL032W_mRNA	2916	2867	40.6002	1.46639
YKR099W_mRNA	2436	2387	68	2.94988
YFL032W_mRNA	321	272	53	20.1769
YKL110C_mRNA	942	893	81	9.3925
YPL198W_mRNA	735	686	22.5575	3.40498
YNL043C_mRNA	321	272	28.2035	10.737
YNR055C_mRNA	1761	1712	65	3.93149
YJR146W_mRNA	354	305	2	0.679013
YPL006W_mRNA	3513	3464	73	2.18219
YHR132C_mRNA	1293	1244	70	5.82674
YPR161C_mRNA	1974	1925	55	2.95856
YKL094W_mRNA	942	893	169	19.5967
YJR140W-A_mRNA	150	101	4.9262	5.05055
YPL145C_mRNA	1305	1256	111	9.15126
YMR240C_mRNA	1311	1262	33	2.70771
YKR094C_mRNA	387	338	227.612	69.7311
YDR406W-A_mRNA	246	197	46	24.1791
YLR424W_mRNA	2127	2078	18	0.896963
YGL228W_mRNA	1734	1685	146	8.97224
YNL039W_mRNA	1785	1736	218	13.0033
YMR308C_mRNA	3270	3221	60	1.92889
YIL119C_mRNA	1224	1175	417	36.749
YGR183C_mRNA	201	152	439	299.067
YOL046C_mRNA	675	626	2.72817	0.451278
YGL050W_mRNA	822	773	39	5.22436
YBR091C_mRNA	330	281	26	9.58109
YDR199W_mRNA	366	317	134.411	43.9061
YGR273C_mRNA	525	476	3	0.652623
YIL016W_mRNA	480	431	42	10.0907
YML001W_mRNA	627	578	89	15.9445
YDR266C_mRNA	1920	1871	62	3.43136
YPL092W_mRNA	1377	1328	477	37.1936
YGR086C_mRNA	1020	971	776	82.7542
YGR228W_mRNA	345	296	172.385	60.3051
YJR130C_mRNA	1920	1871	102	5.64513
YKR058W_mRNA	1851	1802	269	15.4577
YEL010W_mRNA	351	302	4.58577	1.57236
YKL183C-A_mRNA	213	164	2	1.2628
YLR253W_mRNA	1710	1661	34	2.11962
YDL242W_mRNA	354	305	3	1.01852
YDR002W_mRNA	606	557	451	83.8434
YGL145W_mRNA	2106	2057	32	1.61088
YDR214W_mRNA	1053	1004	209	21.5556
YBR284W_mRNA	2394	2345	98	4.32744
YEL040W_mRNA	1404	1355	12	0.917043
YDR130C_mRNA	876	827	27	3.3807
YNR036C_mRNA	462	413	199	49.8943
YEL059W_mRNA	309	260	3	1.1948
YOL029C_mRNA	606	557	26	4.83355
Q0160_mRNA	708	659	0	0
YDL176W_mRNA	2127	2078	26	1.29561
YIL144W_mRNA	2076	2027	103	5.26176
YGR098C_mRNA	4893	4844	53	1.13297
YOL155W-A_mRNA	135	86	0	0
YPR181C_mRNA	2307	2258	133	6.09924
YGR074W_mRNA	441	392	7.74253	2.04524
YBR158W_mRNA	1650	1601	45	2.91051
YDR358W_mRNA	1674	1625	221	14.0827
YDR544C_mRNA	429	380	2.20563	0.60103
YLR390W-A_mRNA	717	668	221	34.2581
YGL098W_mRNA	738	689	23	3.45666
YDR460W_mRNA	966	917	50	5.6461
YNL304W_mRNA	1254	1205	14	1.20306
YOR072W_mRNA	315	266	1	0.389284
YOL161C_mRNA	363	314	0	0
YBR111W-A_mRNA	291	242	15	6.41835
YJR069C_mRNA	594	545	16	3.03998
YER105C_mRNA	4176	4127	112	2.81016
YHR182C-A_mRNA	474	425	4.49923	1.09622
YML114C_mRNA	1533	1484	59	4.11686
YBL071C_mRNA	309	260	9	3.5844
YJR120W_mRNA	351	302	81	27.7732
YIL026C_mRNA	3453	3404	67	2.03814
YJL186W_mRNA	1761	1712	47	2.84277
Q0070_mRNA	1893	1844	0	0
YJL008C_mRNA	1707	1658	53.339	3.33126
YNL119W_mRNA	1482	1433	17	1.22843
YDR034W-B_mRNA	156	107	13	12.5808
YCR036W_mRNA	1002	953	58	6.30206
YNL034W_mRNA	1839	1790	4.66667	0.269961
YHR025W_mRNA	1074	1025	43	4.34403
YJL061W_mRNA	2142	2093	32	1.58317
YMR319C_mRNA	1659	1610	36	2.31539
YOL122C_mRNA	1728	1679	55	3.39203
YLR233C_mRNA	2100	2051	11	0.55536
YDL028C_mRNA	2295	2246	120	5.53247
YNL187W_mRNA	1074	1025	5	0.505119
YEL053C_mRNA	2202	2153	41	1.97191
YCR063W_mRNA	474	425	1	0.243646
YOR252W_mRNA	537	488	30	6.36574
YAL034W-A_mRNA	870	821	6	0.756756
YEL046C_mRNA	1164	1115	25	2.32174
YOR157C_mRNA	786	737	176	24.7282
YNL310C_mRNA	525	476	28	6.09114
YGL096W_mRNA	831	782	227	30.0585
YGR240C-A_mRNA	201	152	9	6.13122
YCL042W_mRNA	360	311	17.4624	5.8142
YBR126W-B_mRNA	144	95	103.695	113.027
YDR061W_mRNA	1620	1571	56	3.69113
YER137C_mRNA	447	398	17.9142	4.66081
YDR060W_mRNA	3078	3029	153	5.23046
YJR085C_mRNA	318	269	357	137.424
YHR055C_mRNA	186	137	256.232	193.669
YLR347W-A_mRNA	141	92	0	0
YPR171W_mRNA	1731	1682	41	2.52409
YHR073W_mRNA	2991	2942	80.8805	2.84675
YPR122W_mRNA	3627	3578	18	0.520931
YGR172C_mRNA	747	698	10	1.48352
YJR040W_mRNA	2340	2291	37	1.67234
YBR229C_mRNA	2865	2816	65	2.39017
YDR169C-A_mRNA	150	101	2	2.05048
YDR363W_mRNA	1371	1322	94	7.36282
YKR052C_mRNA	915	866	16	1.91315
YPL091W_mRNA	1452	1403	457	33.7292
YKL157W_mRNA	2859	2810	146	5.38015
YPL137C_mRNA	3831	3782	193.13	5.28781
YDR422C_mRNA	2448	2399	66	2.8488
YOL107W_mRNA	1029	980	11	1.16229
YDR119W_mRNA	2307	2258	31	1.42163
YER013W_mRNA	3438	3389	86	2.62769
YHL015W-A_mRNA	84	35.0103	0	0
YLR117C_mRNA	2064	2015	42	2.15835
YJL189W_mRNA	156	107	447.892	433.449
YOR274W_mRNA	1287	1238	33	2.7602
YNL277W_mRNA	1461	1412	387.007	28.3813
YAL064W-B_mRNA	381	332	0	0
YDR097C_mRNA	3729	3680	41	1.15368
YIL163C_mRNA	354	305	4	1.35803
YAL018C_mRNA	978	929	3	0.33439
YBR042C_mRNA	1194	1145	16	1.44698
YKL068W-A_mRNA	237	188	73	40.208
YKR062W_mRNA	987	938	43	4.74694
YNL126W_mRNA	2541	2492	36	1.4959
YKL091C_mRNA	933	884	119	13.9393
YOL013W-B_mRNA	291	242	0	0
YKR073C_mRNA	321	272	2	0.761393
YJR039W_mRNA	3366	3317	114.17	3.56413
Q0142_mRNA	177	128	0	0
YGR194C_mRNA	1803	1754	105	6.1988
YML075C_mRNA	3165	3116	30	0.996946
YHR064C_mRNA	1617	1568	78.2251	5.16592
YMR075W_mRNA	2055	2006	90.8212	4.68818
YKR087C_mRNA	1038	989	33	3.45514
YBR150C_mRNA	3285	3236	53.2143	1.70281
YER147C-A_mRNA	411	362	19.5782	5.6003
YOR343C_mRNA	327	278	1	0.37248
YDR042C_mRNA	603	554	10	1.86912
YGL026C_mRNA	2124	2075	188	9.38183
YNL210W_mRNA	813	764	0	0
YNR041C_mRNA	1119	1070	19	1.83873
YML129C_mRNA	213	164	203	128.174
YGL213C_mRNA	1194	1145	20.8451	1.88515
YHL041W_mRNA	450	401	1	0.258228
YLR110C_mRNA	402	353	4603	1350.25
YOR093C_mRNA	4947	4898	41	0.866788
Q0275_mRNA	810	761	623	84.7717
YGL248W_mRNA	1110	1061	66	6.44134
YNL193W_mRNA	1677	1628	134	8.52311
YNL301C_mRNA	561	512	66.8981	13.5298
YDL160C_mRNA	1521	1472	190	13.3658
YGL075C_mRNA	1164	1115	32	2.97182
YPL014W_mRNA	1146	1097	77	7.26828
YHR143W_mRNA	978	929	156	17.3883
YGL256W_mRNA	1149	1100	8	0.753087
YDR425W_mRNA	1878	1829	36.6761	2.07643
YOR381W-A_mRNA	168	119	0	0
YBR298C_mRNA	1845	1796	246	14.1833
YEL036C_mRNA	1503	1454	46	3.27598
YBR143C_mRNA	1314	1265	74	6.05744
YML073C_mRNA	531	482	228.717	49.1359
YMR149W_mRNA	861	812	63	8.03401
YNL263C_mRNA	945	896	22	2.54251
YAL037C-A_mRNA	93	44.0003	0	0
YIL139C_mRNA	738	689	16	2.40463
YLR072W_mRNA	2082	2033	42	2.13924
YOL065C_mRNA	1155	1106	25	2.34063
YNL059C_mRNA	2268	2219	165	7.69971
YOR092W_mRNA	1842	1793	189	10.9151
